listing_id,sentiment_score
3884,0.5158463269472122
23163,0.722902604511806
23169,0.7025139553980394
26755,0.7166251814365387
30762,0.6374209463596344
42514,0.6818248330204336
52148,0.6069673950734892
55844,0.6190398932226653
55856,0.6442710778346429
70003,0.6259949445724488
75298,0.6589242625567648
79373,0.6934480145573616
79381,0.6884184996287028
79387,0.700095511145062
83067,0.675374941693412
83855,0.6626414053910517
83856,0.6928354439328196
85790,0.655033177544928
85884,0.6893470736800648
98852,0.683476465405562
106207,0.6304882120354511
109549,0.6961606405895843
111141,0.6190129994554857
112281,0.6345937139840715
117451,0.647220612744816
146690,0.6971563984098128
167878,0.6423664093017578
173114,0.6555870538098472
176243,0.6836759010975314
181641,0.6270175099372863
181951,0.594476114876949
182072,0.5874240028135704
182772,0.6820827330323471
183338,0.6626668468059733
186750,0.6424513172365264
190423,0.640534856915474
191254,0.6665397788955694
191474,0.6972771609822909
191547,0.6812777458266779
191554,0.646644468577403
199947,0.6783234388990835
201908,0.6359542933377352
202545,0.6560692380775105
207373,0.6601050031649602
208007,0.629169537127018
209774,0.5870532424699876
215576,0.6455813930478207
215583,0.6995240371478232
215586,0.6664929675019305
220569,0.6037635131727291
224386,0.638406677713877
224457,0.6602886146376569
247267,0.6859999155266243
254416,0.6095730726338603
254484,0.6883548462064937
278550,0.6331476238038805
278580,0.6274376561244329
279773,0.696873315411513
287716,0.7165031885278637
287727,0.6999386499325434
287734,0.6837477523546952
300620,0.642409032299405
302265,0.6881113946437836
304027,0.6451708662216781
318204,0.6253689859519925
320262,0.6227629611185238
324586,0.7206387264387948
342582,0.5907784794126788
342963,0.6040741614169545
342968,0.6249484645597863
346142,0.6187939061359926
374937,0.6690216051763571
408724,0.596258231514209
415145,0.739104590130068
448629,0.7280210554599762
458931,0.6421838074269957
465196,0.645457863038586
493375,0.6640636745308127
498646,0.6484160905918189
516322,0.6092288055230136
535968,0.6217761136764703
536364,0.6639419332820566
537019,0.6546431319280104
546405,0.6355806079625524
547555,0.7285916476677625
549837,0.6816340300899285
551794,0.6879965903911185
551962,0.6628421338068115
552021,0.6591284439751977
561841,0.6275847580816064
592535,0.6482631000312599
595310,0.6579818308679133
599948,0.7349493242097351
602115,0.6780112215450832
604720,0.6675284682285219
604777,0.6372465070556191
604792,0.6711494935055574
605655,0.6570774302152651
605711,0.6597773049069547
628063,0.6764619266940461
645883,0.5404165188471476
647564,0.6324627418467339
652527,0.6789340227842331
652633,0.6741898664286439
659531,0.6530588883563785
659540,0.6630170857295011
660960,0.6243474019128222
661323,0.6889934254320045
662810,0.6945892732789498
662817,0.6746095944986199
667478,0.680001497096409
668858,0.6448743641376495
668880,0.7011839699532304
668902,0.6779658148108527
