listing_id,adjusted_price,host_response_time,host_is_superhost,ranking,Distance,Verification,reviews_per_month,instant_bookable,last_review,has_availability,availability_30
19536169,1600.0,0.0,f,4.79,5.973202765973969,Both,0.26,f,51.0,t,0
19544501,12722.0,0.0,f,4.8,1.6796561374309336,only profile,0.13,f,62.0,f,0
19557207,2803.0,0.0,f,4.74,3.1742847596468065,Both,1.06,t,9.0,t,16
19595251,49118.0,0.0,f,0.0,4.779680037529501,only profile,0.01,f,81.0,f,0
19613222,1350.0,0.0,f,4.88,2.1081879434824216,Both,2.88,t,7.0,t,5
19619470,4912.0,0.0,f,4.91,3.855206085764145,Both,3.13,f,8.0,t,5
19621990,2650.0,0.0,f,4.69,3.855206085764145,Both,1.19,t,7.0,t,12
19660549,23040.0,0.0,f,4.78,6588.046763427176,only profile,1.69,f,30.0,f,0
19660767,4800.0,0.0,t,4.88,3.855206085764145,Both,3.57,t,8.0,t,9
19667239,3650.0,0.0,t,4.94,3.855206085764145,only profile,4.26,f,7.0,t,5
19675040,1842.0,0.0,f,4.94,3.1742847596468065,Both,1.69,f,23.0,t,28
19677012,2259.0,0.0,t,4.81,74.08227275808372,Both,1.89,t,8.0,t,19
19685995,3659.0,0.0,t,4.92,1.6796561374309336,Both,2.66,f,7.0,t,5
19688477,760.0,0.0,t,4.71,1.6796561374309336,Both,4.37,f,9.0,t,26
19692497,23040.0,0.0,f,4.82,6588.046763427176,only profile,1.77,f,31.0,f,0
19697861,1900.0,0.0,t,4.9,3.8180694127366808,Both,1.41,f,7.0,t,9
19706088,1353.0,0.0,f,4.64,3.855206085764145,Both,3.39,t,7.0,t,24
19713337,1190.0,0.0,f,4.6,3.855206085764145,Both,3.89,t,9.0,t,28
19714485,1167.0,0.0,f,4.57,3.855206085764145,Both,3.49,t,7.0,t,21
19723704,1866.0,0.0,f,4.72,76.68581123938594,Both,4.12,t,7.0,t,4
19748903,1814.0,0.0,t,4.83,5.55502650993604,Both,23.19,f,7.0,t,17
19757475,1126.0,0.0,f,4.78,5.286658858414812,Both,1.0,t,51.0,t,0
19765407,2456.0,0.0,f,4.75,3.855206085764145,Both,0.87,f,7.0,t,9
19770738,3800.0,0.0,t,4.88,1.6796561374309336,Both,2.77,t,7.0,t,5
19803122,1550.0,0.0,f,4.97,5.647773904731127,Both,0.96,f,20.0,t,0
19828231,750.0,0.0,t,4.73,1.6796561374309336,Both,5.2,f,7.0,t,10
19833069,1351.0,0.0,f,4.86,1.6796561374309336,Both,1.98,t,7.0,t,9
19839562,2950.0,0.0,t,4.93,,Both,1.92,t,8.0,t,10
19841041,867.0,0.0,f,4.81,3.1742847596468065,Both,0.36,f,8.0,t,0
19842027,1200.0,0.0,f,4.8,341.27200308598856,Both,0.08,f,22.0,t,0
19857718,1300.0,1.0,t,4.83,490.1572443129741,Both,1.2,t,8.0,t,0
19876482,1188.0,0.0,f,4.49,1.234721465780256,Both,1.41,t,7.0,t,0
19897163,1233.0,0.0,t,4.92,3.855206085764145,Both,3.4,f,8.0,t,0
19898463,520.0,0.0,f,4.78,3.1742847596468065,Both,1.39,t,33.0,t,0
19910251,1700.0,0.0,t,4.84,74.08227275808372,Both,1.64,f,7.0,t,0
19911549,17442.0,0.0,f,4.74,4.779680037529501,Both,1.88,f,7.0,t,11
19922973,6600.0,0.0,f,4.67,3.1742847596468065,Both,0.41,f,13.0,t,29
19982965,1817.0,0.0,t,4.77,414.2062555734947,Both,2.16,f,7.0,t,13
19993426,1030.0,0.0,t,4.87,3.1742847596468065,Both,2.46,t,7.0,t,18
19995968,470.0,0.0,f,0.0,276.65671736921894,only profile,0.0,f,0.0,f,0
19999204,1300.0,0.0,t,4.95,5.647773904731127,Both,2.57,f,7.0,t,7
20008169,2163.0,0.0,t,4.94,5.55502650993604,Both,0.98,f,10.0,t,10
20008519,3888.0,0.0,t,4.83,5.55502650993604,Both,0.13,f,33.0,t,4
20008604,3780.0,0.0,t,0.0,5.55502650993604,Both,0.0,f,0.0,t,5
20029502,1290.0,1.0,f,4.7,3.8180694127366808,Both,0.66,f,8.0,t,17
20033965,1277.0,0.0,f,4.5,3.855206085764145,Both,0.83,t,19.0,t,0
20043740,2063.0,0.0,t,4.8,74.08227275808372,Both,1.78,t,8.0,t,13
20060258,2000.0,0.0,f,4.89,71.09078262471576,Both,0.24,t,15.0,t,0
20085005,1444.0,0.0,f,4.74,3.855206085764145,Both,2.67,t,7.0,t,6
20141889,3960.0,0.0,f,4.74,0.7877115843104531,Both,2.98,t,11.0,t,27
20145275,3372.0,0.0,t,4.98,3.855206085764145,Both,2.32,t,7.0,t,8
20146013,1100.0,0.0,f,4.57,78.06116271215016,Both,1.3,f,7.0,t,19
20146606,2304.0,0.0,f,4.59,3.1742847596468065,only profile,0.75,f,10.0,f,0
20146936,2000.0,0.0,t,4.8,3.855206085764145,Both,1.72,t,7.0,t,8
20150009,835.0,0.0,f,4.51,1.234721465780256,Both,2.06,t,7.0,t,2
20151416,1965.0,0.0,f,4.67,1.6796561374309336,Both,1.87,t,7.0,t,2
20152355,8807.0,0.0,t,4.92,5.286658858414812,Both,4.0,f,7.0,t,12
20169833,9431.0,0.0,f,4.69,3.855206085764145,Both,0.24,t,24.0,t,13
20178612,800.0,0.0,f,5.0,414.18254303105124,only profile,0.07,f,80.0,f,0
20180230,1719.0,0.0,t,4.96,1.234721465780256,Both,1.91,t,7.0,t,4
20182474,9580.0,0.0,f,4.65,3.855206085764145,only profile,1.03,t,8.0,t,13
20190667,1750.0,2.0,t,4.91,3.1742847596468065,Both,0.31,f,9.0,t,0
20214526,1290.0,0.0,f,4.89,20.166868399052746,Both,1.09,t,30.0,t,0
20221044,900.0,0.0,t,4.89,4.779680037529501,Both,3.44,t,7.0,t,0
20223041,2090.0,0.0,t,4.69,3.855206085764145,Both,2.89,t,8.0,t,4
20225227,1200.0,0.0,f,4.82,414.2062555734947,Both,0.65,f,8.0,t,0
20225402,5428.0,1.0,f,4.5,490.1572443129741,Both,0.06,f,8.0,t,0
20236556,1621.0,0.0,t,4.75,74.08227275808372,Both,1.64,t,7.0,t,14
20249643,1351.0,0.0,f,4.43,75.08194864473344,only profile,0.97,f,49.0,f,0
20267738,2069.0,0.0,f,4.83,3.855206085764145,Both,4.57,t,7.0,t,5
20271895,9146.0,0.0,t,4.93,3.855206085764145,Both,3.29,t,7.0,t,18
20275864,3954.0,0.0,t,4.88,3.855206085764145,Both,3.97,t,7.0,t,16
20276735,9146.0,0.0,t,4.94,3.855206085764145,Both,2.55,t,7.0,t,23
20277155,8252.0,0.0,t,4.89,3.855206085764145,Both,3.06,t,7.0,t,11
20277576,4961.0,0.0,t,4.92,3.855206085764145,Both,3.07,t,7.0,t,8
20278805,8108.0,0.0,t,4.93,3.855206085764145,Both,3.19,t,7.0,t,26
20279867,3010.0,0.0,t,5.0,3.855206085764145,Both,0.06,t,8.0,t,13
20284055,1719.0,0.0,f,3.88,3.1742847596468065,Both,0.14,t,12.0,t,4
20284350,2259.0,0.0,f,4.72,3.1742847596468065,Both,0.52,t,8.0,t,8
20304022,5919.0,0.0,t,4.94,3.855206085764145,Both,3.34,t,7.0,t,22
20310742,1700.0,0.0,f,4.86,388.48424699530585,Both,1.7,f,8.0,t,1
20311769,4951.0,0.0,t,4.94,3.855206085764145,Both,3.36,t,7.0,t,21
20312007,4666.0,0.0,f,5.0,341.2594241748739,only profile,0.04,f,65.0,f,0
20319401,2772.0,0.0,f,4.75,291.44606747788896,Both,0.1,f,19.0,t,12
20350046,2000.0,0.0,t,4.97,76.68581123938594,Both,3.17,t,7.0,t,2
20419938,1290.0,0.0,t,4.96,3.8180694127366808,Both,0.94,f,7.0,t,3
20421275,7736.0,0.0,f,0.0,341.2594241748739,only profile,0.03,f,57.0,f,0
20435861,1270.0,2.0,f,4.96,9.859110312052714,Both,0.62,t,9.0,t,9
20448992,700.0,0.0,t,4.91,414.2107175534726,Both,1.03,f,7.0,t,21
20454959,740.0,0.0,f,4.71,3.8180694127366808,Both,2.89,t,7.0,t,2
20456725,1228.0,0.0,f,4.9,3.1742847596468065,Both,1.96,t,13.0,t,10
20465399,2000.0,0.0,f,5.0,1052.1309962642993,Both,0.24,f,27.0,t,0
20487072,7368.0,0.0,t,4.97,1.6796561374309336,Both,4.3,t,7.0,t,1
20487415,2500.0,0.0,f,5.0,414.23859024206007,Both,0.58,f,8.0,t,1
20507021,3758.0,0.0,t,4.94,3.855206085764145,Both,3.93,t,7.0,t,1
20507737,17265.0,1.0,f,4.14,490.1572443129741,Both,0.14,f,8.0,t,0
20515512,2996.0,0.0,f,4.2,1.6796561374309336,Both,0.07,f,66.0,t,4
20529314,1965.0,0.0,t,4.98,1.6796561374309336,Both,4.34,t,8.0,t,3
20532578,1351.0,0.0,f,4.75,1.6796561374309336,Both,0.06,f,13.0,t,4
20564164,1300.0,2.0,f,4.6,3.855206085764145,Both,0.3,f,44.0,t,24
20566875,850.0,0.0,t,4.9,5.973202765973969,Both,2.64,t,7.0,t,1
20609211,2800.0,0.0,t,4.75,1.234721465780256,Both,0.86,f,8.0,t,0
20614770,1739.0,0.0,f,4.72,3.855206085764145,Both,2.64,t,8.0,t,3
20627432,6778.0,0.0,f,4.72,3.1742847596468065,Both,3.78,t,7.0,t,5
20643670,1200.0,0.0,f,4.76,488.24500183806487,Both,1.21,t,51.0,t,0
20661881,1308.0,0.0,t,4.92,414.17311228425086,Both,0.85,f,7.0,t,3
20676565,3390.0,0.0,t,4.94,488.051470834979,Both,4.75,t,7.0,t,5
20684255,2000.0,0.0,t,4.85,3.855206085764145,Both,0.72,t,18.0,t,0
20700679,10587.0,0.0,t,4.75,5.286658858414812,Both,2.52,t,8.0,t,6
20707712,900.0,0.0,f,4.83,73.0207332285366,Both,0.1,t,23.0,t,0
20715952,6410.0,0.0,t,4.84,5.286658858414812,Both,1.87,t,8.0,t,9
20721939,2431.0,0.0,f,4.94,5.286658858414812,Both,0.56,f,8.0,t,17
20736120,4912.0,0.0,f,0.0,0.7877115843104531,only identity,0.01,f,77.0,t,0
20759794,3438.0,0.0,f,4.71,3.855206085764145,Both,1.82,t,7.0,t,18
20778177,5069.0,0.0,f,4.9,5.973202765973969,Both,3.3,t,7.0,t,0
20806796,1990.0,2.0,f,4.67,76.68581123938594,Both,0.34,f,8.0,t,18
20810506,1350.0,1.0,f,4.7,78.31418357093823,Both,0.64,f,10.0,t,6
20827425,3537.0,0.0,t,4.87,76.68581123938594,Both,3.93,t,8.0,t,12
20857327,2800.0,0.0,t,4.79,1.6796561374309336,Both,0.77,f,10.0,t,16
20860421,565.0,0.0,f,4.39,73.0207332285366,Both,0.43,t,8.0,t,8
20867562,2456.0,1.0,f,4.86,4.779680037529501,Both,1.31,t,12.0,t,0
20879342,850.0,2.0,f,4.52,21.698153947877383,Both,0.98,f,9.0,t,0
20880900,518.0,0.0,f,4.63,3.1742847596468065,Both,0.46,t,14.0,t,17
20880992,360.0,0.0,f,4.63,3.1742847596468065,Both,0.53,t,31.0,t,0
20906929,3512.0,0.0,t,4.75,76.68581123938594,Both,2.2,t,9.0,t,7
20957555,3684.0,0.0,t,4.94,3.855206085764145,Both,0.7,f,19.0,t,0
20958514,2210.0,0.0,t,4.76,3.855206085764145,Both,0.47,f,33.0,t,0
20968027,2701.0,0.0,f,4.53,3.855206085764145,Both,2.68,t,7.0,t,18
20968369,2579.0,0.0,f,4.63,3.855206085764145,Both,2.8,t,7.0,t,10
20976253,1810.0,1.0,f,4.58,414.23859024206007,Both,0.97,f,7.0,t,6
21022261,3383.0,0.0,f,4.75,3.1742847596468065,Both,1.51,t,8.0,t,22
21023779,1000.0,0.0,f,5.0,5.286658858414812,Both,0.57,f,9.0,t,11
21025903,2088.0,0.0,f,4.8,3.1742847596468065,Both,2.17,t,8.0,t,8
21035015,989.0,0.0,t,4.8,3.1742847596468065,Both,3.82,t,7.0,t,8
21058319,755.0,0.0,t,5.0,9.544169823919356,Both,0.65,f,15.0,t,0
21100514,6434.0,0.0,t,4.4,3.855206085764145,Both,0.08,t,18.0,t,17
21121877,4267.0,0.0,f,4.53,3.855206085764145,Both,1.95,t,7.0,t,13
21135045,580.0,0.0,f,4.84,5.286658858414812,Both,1.14,f,27.0,t,0
21138954,3204.0,0.0,f,4.77,3.855206085764145,Both,1.88,f,7.0,t,12
21163390,3168.0,0.0,f,4.82,3.855206085764145,Both,1.75,t,7.0,t,26
21180741,3561.0,2.0,f,5.0,5.973202765973969,Both,0.07,f,29.0,t,0
21182944,1891.0,0.0,f,0.0,26.573098169117777,Both,0.0,t,0.0,t,0
21187695,1253.0,0.0,f,4.89,3.8180694127366808,Both,1.15,t,32.0,t,0
21197558,1965.0,0.0,f,4.49,5.973202765973969,Both,1.79,t,8.0,t,17
21202227,850.0,0.0,t,4.9,3.8180694127366808,Both,1.2,f,44.0,t,0
21211382,12455.0,0.0,t,4.94,3.855206085764145,Both,3.45,f,7.0,t,5
21213205,8000.0,0.0,t,4.9,5.973202765973969,Both,3.53,f,7.0,t,9
21250153,1650.0,1.0,t,4.96,4.779680037529501,Both,0.75,f,8.0,t,16
21261142,1105.0,0.0,f,4.25,1606.6920351512983,Both,0.14,f,10.0,t,27
21263785,1350.0,1.0,f,4.8,3.855206085764145,Both,6.08,f,7.0,t,4
21264324,2652.0,0.0,f,4.85,1.6796561374309336,Both,1.75,t,8.0,t,8
21277906,958.0,0.0,f,4.73,5.647773904731127,Both,1.39,f,8.0,t,0
21284151,1866.0,1.0,f,4.53,490.1572443129741,Both,1.17,f,7.0,t,21
21292408,8055.0,0.0,f,4.7,3.1742847596468065,Both,3.66,t,8.0,t,3
21300744,1990.0,0.0,f,4.78,4.779680037529501,Both,1.67,t,43.0,t,0
21304648,1719.0,0.0,t,4.85,3.855206085764145,Both,3.31,t,8.0,t,5
21307102,1220.0,0.0,f,4.44,1.6796561374309336,Both,3.02,t,7.0,t,6
21307596,1100.0,0.0,f,4.49,1.6796561374309336,Both,2.89,t,7.0,t,13
21307851,930.0,0.0,f,4.46,1.6796561374309336,Both,2.97,t,7.0,t,11
21308034,640.0,0.0,f,4.46,1.6796561374309336,Both,3.21,t,7.0,t,13
21311192,1474.0,0.0,f,4.8,1606.6920351512983,Both,0.11,f,18.0,t,21
21319065,2500.0,0.0,f,4.64,3.855206085764145,Both,4.84,t,8.0,t,0
21350648,2923.0,0.0,t,4.95,2.1899273520912392,Both,0.75,t,8.0,t,26
21350905,5624.0,0.0,t,4.96,2.1899273520912392,Both,0.56,t,8.0,t,28
21352528,3954.0,0.0,f,4.67,3.855206085764145,Both,3.85,t,7.0,t,0
21355395,4789.0,0.0,f,0.0,5.973202765973969,Both,0.06,t,22.0,t,13
21373862,1750.0,0.0,f,0.0,3.8180694127366808,only profile,0.0,f,0.0,f,0
21374314,2067.0,3.0,f,5.0,4.779680037529501,Both,0.04,f,16.0,t,0
21390302,688.0,0.0,f,4.95,3.1742847596468065,Both,1.66,f,46.0,t,0
21397242,2200.0,0.0,t,4.9,5.973202765973969,Both,1.61,t,8.0,t,17
21398301,2972.0,0.0,t,4.88,3.1742847596468065,Both,2.92,t,7.0,t,19
21400827,1300.0,0.0,t,4.86,3.1742847596468065,Both,0.53,t,7.0,t,0
21403265,3659.0,0.0,t,0.0,3.855206085764145,Both,0.08,f,29.0,t,4
21408980,1950.0,0.0,t,4.81,76.72635512920682,Both,0.61,f,7.0,t,12
21433595,1000.0,0.0,f,4.69,3.855206085764145,Both,1.39,t,15.0,t,0
21442774,750.0,0.0,f,0.0,485.80296557377693,only profile,0.0,f,0.0,f,0
21444034,890.0,0.0,f,4.8,5.647773904731127,Both,1.7,t,7.0,t,3
21444459,922.0,0.0,f,4.66,3.1742847596468065,Both,2.12,t,39.0,t,0
21447453,2500.0,0.0,f,4.98,13.579834032964428,Both,1.96,f,19.0,t,0
21469649,1277.0,0.0,t,4.7,3.8180694127366808,Both,1.77,f,7.0,t,4
21481328,9800.0,0.0,f,0.0,75.08194864473344,only profile,0.06,f,23.0,f,0
21481943,3561.0,0.0,f,4.77,1.6796561374309336,Both,4.03,t,7.0,t,15
21491773,3500.0,0.0,t,4.88,3.855206085764145,Both,3.99,f,7.0,t,7
21507291,1768.0,2.0,f,4.0,5.973202765973969,Both,0.07,f,59.0,t,0
21522260,3414.0,0.0,t,4.92,515.4377479365223,Both,2.39,t,8.0,t,10
21528573,3663.0,0.0,f,4.61,3.1742847596468065,Both,0.28,t,10.0,t,5
21533358,2100.0,0.0,t,4.86,3.855206085764145,only profile,4.44,t,7.0,t,21
21535661,22349.0,0.0,f,4.76,3.8180694127366808,Both,1.59,t,7.0,t,8
21536483,19917.0,0.0,f,4.87,3.8180694127366808,Both,1.53,t,10.0,t,2
21536590,23749.0,0.0,f,4.84,3.8180694127366808,Both,1.32,t,7.0,t,0
21536644,25369.0,0.0,f,4.76,3.8180694127366808,Both,1.69,t,7.0,t,0
21536711,31313.0,0.0,f,4.81,3.8180694127366808,Both,1.45,t,24.0,t,0
21536781,19230.0,0.0,f,4.82,3.8180694127366808,Both,2.14,t,7.0,t,0
21537042,3900.0,0.0,t,4.9,3.855206085764145,only profile,4.15,f,8.0,t,15
21547221,4000.0,0.0,t,4.98,5.973202765973969,Both,3.3,t,7.0,t,12
21550907,1200.0,1.0,f,4.85,78.06116271215016,Both,0.59,f,8.0,t,1
21573653,1700.0,0.0,f,4.61,4.779680037529501,Both,2.37,t,8.0,t,16
21578732,8360.0,0.0,t,4.74,3.855206085764145,Both,2.98,t,7.0,t,6
21579914,2800.0,0.0,t,4.72,3.855206085764145,Both,2.61,t,8.0,t,10
21603396,2222.0,0.0,f,4.47,490.1572443129741,only profile,0.87,f,32.0,f,0
21614053,945.0,0.0,f,4.59,5.286658858414812,Both,2.13,t,42.0,t,0
21614880,2180.0,0.0,t,4.95,3.1742847596468065,Both,1.76,f,7.0,t,8
21621714,719.0,0.0,f,4.83,7.997025397482145,Both,1.58,t,44.0,t,0
21622375,2456.0,0.0,f,4.8,3.855206085764145,Both,2.66,t,7.0,t,12
21629044,860.0,0.0,f,4.53,3.855206085764145,Both,0.59,t,7.0,t,11
21637900,2300.0,0.0,f,4.91,73.0207332285366,Both,0.18,f,30.0,t,0
21641484,1150.0,0.0,t,4.9,3.1742847596468065,Both,3.39,t,7.0,t,14
21647865,1550.0,0.0,f,4.97,1.234721465780256,Both,2.56,f,7.0,t,1
21678289,2431.0,0.0,f,4.47,3.855206085764145,Both,3.9,f,14.0,t,0
21679194,990.0,0.0,t,4.95,6.786342080393813,Both,5.66,t,7.0,t,0
21686811,990.0,0.0,t,4.96,4.779680037529501,Both,1.54,f,8.0,t,3
21706586,6140.0,0.0,f,4.83,3.855206085764145,Both,2.0,t,7.0,t,12
21722392,518.0,0.0,f,4.67,3.1742847596468065,Both,2.86,t,7.0,t,23
21727268,1789.0,0.0,f,0.0,3.855206085764145,only profile,0.03,f,44.0,t,0
21753019,1229.0,0.0,t,4.87,11.093591274077234,Both,1.81,f,8.0,t,3
21758728,5000.0,0.0,t,4.77,4.779680037529501,Both,2.8,t,8.0,t,21
21760925,8473.0,0.0,f,4.72,3.855206085764145,Both,3.46,t,8.0,t,2
21777918,700.0,1.0,f,4.72,1.234721465780256,Both,2.84,f,7.0,t,12
21779103,2040.0,0.0,t,4.89,4.779680037529501,Both,1.31,f,8.0,t,10
21794956,1842.0,3.0,f,4.89,4.779680037529501,Both,0.4,f,7.0,t,0
21795309,2333.0,2.0,f,4.6,5.973202765973969,Both,0.08,f,51.0,t,0
21795831,5599.0,0.0,f,4.71,3.855206085764145,Both,3.87,t,7.0,t,1
21798420,2074.0,0.0,t,4.9,8161.932733558848,Both,4.28,f,7.0,t,3
21813275,950.0,1.0,f,4.93,414.2062555734947,Both,1.02,f,18.0,t,0
21821523,1430.0,0.0,f,4.71,4.779680037529501,only profile,0.1,f,72.0,f,0
21823124,5000.0,0.0,t,4.91,1.3798747200637844,Both,1.62,f,8.0,t,3
21835299,2200.0,1.0,f,4.89,5.286658858414812,Both,0.17,f,11.0,t,30
21842050,1500.0,0.0,t,4.25,177.64157553074415,Both,0.07,t,11.0,t,30
21844838,6999.0,0.0,t,4.75,76.68581123938594,Both,1.84,t,8.0,t,15
21855056,2701.0,0.0,f,4.58,3.855206085764145,Both,4.33,t,7.0,t,5
21855892,1965.0,0.0,f,4.48,3.855206085764145,Both,2.72,t,7.0,t,23
21857417,6434.0,0.0,t,5.0,3.855206085764145,Both,0.06,t,61.0,t,18
21857436,2000.0,3.0,f,4.45,3.8180694127366808,Both,0.31,f,12.0,t,0
21860531,1621.0,1.0,f,4.43,490.1572443129741,Both,0.55,f,8.0,t,22
21863349,1039.0,0.0,t,4.83,3.1742847596468065,Both,2.92,f,7.0,t,9
21877494,3355.0,0.0,f,4.67,5.973202765973969,Both,0.27,t,8.0,t,25
21888047,1500.0,0.0,f,5.0,9.544169823919356,Both,0.06,f,60.0,t,30
21888140,1200.0,0.0,f,5.0,9.544169823919356,Both,0.07,f,22.0,t,30
21897150,2500.0,0.0,f,4.5,712.0511609570505,Both,1.39,t,8.0,t,22
21906832,860.0,0.0,f,4.48,1.6796561374309336,Both,1.21,t,8.0,t,17
21911769,1800.0,1.0,f,4.6,414.2062555734947,Both,0.59,t,8.0,t,24
21919161,22103.0,0.0,f,4.63,,only profile,0.12,f,58.0,f,0
21919405,5599.0,0.0,f,4.51,3.855206085764145,Both,1.11,t,8.0,t,21
21924055,5157.0,0.0,t,4.93,3.855206085764145,Both,0.78,f,8.0,t,11
21924575,2000.0,0.0,t,4.67,3.855206085764145,Both,3.69,t,8.0,t,0
21948411,1400.0,0.0,t,4.9,5.647773904731127,Both,0.44,t,10.0,t,9
21961297,4280.0,0.0,t,4.99,4.779680037529501,Both,1.66,f,7.0,t,13
21973494,19849.0,0.0,f,4.4,3.855206085764145,Both,0.07,t,53.0,t,5
21974882,1719.0,0.0,f,4.75,488.051470834979,only profile,0.11,f,63.0,f,0
21979411,6410.0,0.0,t,4.69,5.286658858414812,Both,2.52,t,7.0,t,5
21980011,560.0,1.0,f,4.25,1032.9791096464755,Both,0.07,f,9.0,t,5
21987234,850.0,0.0,f,4.9,5.647773904731127,Both,0.44,f,49.0,t,30
21990815,7051.0,0.0,f,4.13,3.855206085764145,Both,0.28,t,15.0,t,19
21991360,12356.0,0.0,f,4.3,3.855206085764145,Both,0.35,t,22.0,t,14
21991878,5870.0,0.0,f,4.44,1.6796561374309336,Both,0.19,t,8.0,t,19
22000967,1179.0,0.0,t,4.89,3.855206085764145,Both,5.72,t,7.0,t,2
22001919,1474.0,0.0,t,4.85,3.855206085764145,Both,5.14,t,7.0,t,2
22006045,12356.0,0.0,f,3.63,3.855206085764145,Both,0.15,t,18.0,t,13
22006445,13129.0,0.0,f,4.63,3.855206085764145,Both,0.29,t,7.0,t,10
22007223,3735.0,0.0,f,4.65,1.6796561374309336,Both,0.26,t,8.0,t,10
22007501,2984.0,0.0,f,4.72,1.6796561374309336,Both,0.39,t,11.0,t,11
22018512,1351.0,0.0,t,4.9,3.855206085764145,Both,5.47,t,7.0,t,3
22025344,4288.0,0.0,t,4.89,3.855206085764145,Both,4.2,t,7.0,t,2
22025436,2038.0,0.0,t,4.83,3.855206085764145,Both,3.0,t,7.0,t,15
22031421,6410.0,0.0,t,4.85,3.855206085764145,Both,3.38,t,7.0,t,2
22041400,614.0,0.0,f,4.79,488.75297551174907,only profile,0.41,f,58.0,f,0
22050414,1277.0,0.0,t,4.85,3.855206085764145,Both,5.3,t,7.0,t,3
22056620,1100.0,0.0,t,4.8,1.6796561374309336,Both,3.03,t,7.0,t,2
22060244,1351.0,0.0,f,0.0,485.80296557377693,only profile,0.01,f,73.0,f,0
22063433,1277.0,0.0,t,4.89,3.855206085764145,Both,5.59,t,7.0,t,2
22082462,2701.0,0.0,f,4.87,1.6796561374309336,Both,3.42,t,8.0,t,12
22094631,1900.0,0.0,t,4.74,7.997025397482145,Both,0.61,f,8.0,t,10
22095838,5110.0,0.0,t,4.79,3.855206085764145,Both,3.45,t,8.0,t,10
22097060,2800.0,0.0,t,4.89,3.855206085764145,Both,1.07,t,7.0,t,3
22100943,2660.0,0.0,f,4.89,3.855206085764145,Both,4.92,f,7.0,t,15
22105249,17442.0,0.0,f,4.77,5.286658858414812,Both,2.96,f,7.0,t,5
22106678,14826.0,0.0,f,4.74,5.286658858414812,Both,2.7,f,7.0,t,13
22112144,1500.0,0.0,f,4.75,3.1742847596468065,Both,3.17,t,7.0,t,4
22116961,1658.0,0.0,f,3.88,3.855206085764145,Both,0.12,t,20.0,t,10
22133048,5000.0,0.0,f,0.0,483.299372936291,only profile,0.0,f,0.0,f,0
22133281,4399.0,0.0,f,4.41,3.855206085764145,Both,1.07,t,16.0,t,6
22142345,1510.0,0.0,t,4.95,1.6796561374309336,Both,1.35,f,7.0,t,2
22142346,1450.0,0.0,t,4.95,1.6796561374309336,Both,1.48,f,7.0,t,5
22155345,950.0,3.0,f,4.76,22.3410010164242,Both,0.39,t,22.0,t,0
22157232,4575.0,0.0,f,4.51,3.1742847596468065,Both,1.29,t,8.0,t,15
22159730,2918.0,0.0,f,4.65,3.1742847596468065,Both,1.2,t,10.0,t,13
22163839,3684.0,0.0,t,5.0,45.36670151698614,Both,2.99,t,7.0,t,5
22163861,1521.0,0.0,f,4.66,1.234721465780256,Both,1.11,f,8.0,t,30
22197689,1392.0,0.0,f,4.5,3.1742847596468065,Both,0.15,t,12.0,t,7
22198602,1591.0,0.0,f,4.59,3.1742847596468065,Both,0.43,t,11.0,t,5
22199263,2210.0,0.0,f,4.57,3.1742847596468065,Both,0.5,t,12.0,t,4
22199347,5813.0,0.0,f,4.54,3.1742847596468065,Both,0.58,t,9.0,t,19
22199615,4443.0,0.0,f,4.68,3.1742847596468065,Both,1.27,t,12.0,t,17
22200444,1724.0,0.0,f,4.53,3.1742847596468065,Both,0.68,t,9.0,t,11
22200869,2652.0,0.0,f,4.44,3.1742847596468065,Both,0.84,t,11.0,t,13
22201142,1965.0,0.0,f,4.76,3.8180694127366808,Both,1.51,t,8.0,t,21
22206928,1203.0,1.0,f,4.33,490.1572443129741,Both,0.09,f,51.0,t,0
22207533,2375.0,0.0,f,4.87,488.051470834979,Both,2.2,f,49.0,t,0
22217438,2947.0,0.0,f,5.0,0.7877115843104531,Both,0.66,t,8.0,t,11
22223245,1900.0,0.0,t,4.93,5.973202765973969,Both,3.12,t,9.0,t,6
22239014,4812.0,0.0,f,0.0,5.647773904731127,Both,0.03,f,72.0,t,0
22246209,2145.0,0.0,f,4.72,3.855206085764145,Both,1.96,f,8.0,t,12
22257667,507.0,0.0,t,4.94,5.973202765973969,Both,2.81,t,7.0,t,6
22259951,2701.0,0.0,t,4.73,488.051470834979,Both,2.95,f,8.0,t,2
22264245,4912.0,0.0,f,4.78,1.6796561374309336,Both,2.96,t,8.0,t,18
22270839,8473.0,0.0,f,4.53,3.855206085764145,Both,2.5,t,7.0,t,1
22271811,1950.0,0.0,t,4.8,5.973202765973969,Both,1.58,t,13.0,t,12
22273793,3100.0,0.0,t,4.88,3.855206085764145,Both,2.0,f,8.0,t,5
22273845,10659.0,0.0,f,4.67,3.1742847596468065,Both,0.15,f,12.0,t,3
22274024,3200.0,0.0,t,4.89,3.855206085764145,Both,2.72,f,7.0,t,3
22276711,1351.0,0.0,f,0.0,3.855206085764145,only profile,0.01,f,75.0,f,0
22285851,2942.0,0.0,f,3.83,3.855206085764145,Both,0.11,t,11.0,t,16
22292715,5000.0,0.0,f,4.1,4.779680037529501,Both,0.16,f,11.0,t,30
22311447,1965.0,0.0,t,4.84,7.997025397482145,Both,2.82,t,7.0,t,7
22319388,1250.0,2.0,f,5.0,5.286658858414812,Both,1.06,f,8.0,t,10
