listing_id,adjusted_price,host_response_time,ranking,Distance,reviews_per_month,last_review,availability_30,host_is_superhost_f,host_is_superhost_t,Verification_only profile,Verification_only identity,Verification_Both,instant_bookable_f,instant_bookable_t,has_availability_f,has_availability_t
278550,17881.0,0.0,4.31,3.855206085764145,0.83,8.0,6,True,False,False,False,True,False,True,False,True
278580,12577.0,0.0,3.92,3.855206085764145,0.38,20.0,6,True,False,False,False,True,False,True,False,True
279773,1891.0,0.0,4.67,3.855206085764145,3.55,7.0,8,False,True,False,False,True,True,False,False,True
287716,5919.0,0.0,4.97,3.855206085764145,0.23,9.0,0,False,True,False,False,True,False,True,False,True
287727,3340.0,0.0,4.92,3.855206085764145,0.1,12.0,1,False,True,False,False,True,False,True,False,True
287734,7736.0,0.0,4.88,3.855206085764145,0.24,9.0,5,False,True,False,False,True,False,True,False,True
300620,1981.0,3.0,4.8,414.2107175534726,0.17,52.0,0,True,False,False,False,True,True,False,False,True
302265,2984.0,0.0,4.8,1.6796561374309336,0.1,19.0,26,False,True,False,False,True,False,True,False,True
304027,810.0,2.0,4.57,1.6796561374309336,1.82,8.0,22,True,False,False,False,True,True,False,False,True
318204,1596.0,0.0,4.58,1.6796561374309336,1.63,7.0,13,True,False,False,False,True,False,True,False,True
320262,1842.0,0.0,4.5,1.6796561374309336,1.95,7.0,16,True,False,False,False,True,False,True,False,True
324586,6877.0,0.0,4.89,37.55949796898047,0.57,8.0,20,False,True,False,False,True,True,False,False,True
342582,1375.0,2.0,4.2,3.855206085764145,2.67,8.0,3,True,False,False,False,True,False,True,False,True
342963,1200.0,0.0,4.83,414.17311228425086,1.3,7.0,15,False,True,False,False,True,False,True,False,True
342968,1270.0,0.0,4.79,414.17311228425086,0.95,8.0,4,False,True,False,False,True,False,True,False,True
346142,12356.0,0.0,4.36,1.6796561374309336,0.5,15.0,15,True,False,False,False,True,False,True,False,True
374937,1645.0,0.0,4.87,3.855206085764145,3.02,7.0,5,False,True,False,False,True,True,False,False,True
408724,2186.0,0.0,4.43,3.1742847596468065,1.63,7.0,5,True,False,False,False,True,False,True,False,True
415145,17191.0,0.0,4.9,37.55949796898047,1.61,7.0,21,False,True,False,False,True,True,False,False,True
448629,1719.0,0.0,4.96,3.855206085764145,0.55,8.0,0,False,True,False,False,True,True,False,False,True
458931,1621.0,0.0,4.61,3.855206085764145,1.99,7.0,0,True,False,False,False,True,False,True,False,True
465196,3514.0,0.0,4.53,3.855206085764145,1.13,16.0,13,True,False,False,False,True,False,True,False,True
493375,1060.0,1.0,4.89,5.286658858414812,1.63,7.0,2,True,False,False,False,True,True,False,False,True
498646,2088.0,0.0,4.69,1.6796561374309336,2.47,9.0,6,True,False,False,False,True,True,False,False,True
516322,2530.0,0.0,4.53,3.1742847596468065,1.47,7.0,1,True,False,False,False,True,False,True,False,True
535968,1277.0,0.0,4.39,3.1742847596468065,2.53,7.0,3,True,False,False,False,True,False,True,False,True
536364,12255.0,0.0,4.5,3.855206085764145,1.74,8.0,17,True,False,False,False,True,True,False,False,True
537019,3340.0,0.0,4.91,3.855206085764145,0.16,12.0,7,False,True,False,False,True,False,True,False,True
546405,650.0,3.0,4.71,1.6796561374309336,3.13,51.0,9,True,False,False,False,True,True,False,False,True
547555,20040.0,0.0,4.7,3.855206085764145,0.58,11.0,26,True,False,False,False,True,False,True,False,True
549837,8532.0,0.0,4.79,3.855206085764145,0.58,8.0,28,True,False,False,False,True,False,True,False,True
551794,2579.0,0.0,4.87,3.855206085764145,0.35,12.0,25,True,False,False,False,True,False,True,False,True
551962,4421.0,0.0,4.61,3.855206085764145,0.44,9.0,23,True,False,False,False,True,False,True,False,True
552021,13507.0,0.0,4.89,3.855206085764145,0.28,13.0,23,True,False,False,False,True,False,True,False,True
561841,467.0,0.0,4.16,3.1742847596468065,0.41,61.0,0,True,False,True,False,False,True,False,True,False
592535,851.0,0.0,4.89,4.779680037529501,0.27,13.0,0,False,True,False,False,True,False,True,False,True
595310,1370.0,0.0,4.8,1317.011707341073,1.37,8.0,0,False,True,False,False,True,True,False,False,True
599948,9578.0,0.0,4.92,37.55949796898047,0.8,7.0,19,False,True,False,False,True,True,False,False,True
602115,3070.0,0.0,4.82,3.855206085764145,0.41,8.0,27,True,False,False,False,True,False,True,False,True
604720,6263.0,0.0,4.67,3.855206085764145,0.32,11.0,21,True,False,False,False,True,False,True,False,True
604777,15349.0,0.0,4.65,3.855206085764145,0.21,11.0,25,True,False,False,False,True,False,True,False,True
604792,2456.0,0.0,4.61,3.855206085764145,0.21,13.0,16,True,False,False,False,True,False,True,False,True
605655,7699.0,0.0,4.8,3.855206085764145,0.84,7.0,17,True,False,False,False,True,False,True,False,True
605711,7368.0,0.0,4.66,3.855206085764145,0.74,11.0,20,True,False,False,False,True,False,True,False,True
628063,1474.0,0.0,4.93,3.855206085764145,2.1,8.0,9,False,True,False,False,True,False,True,False,True
645883,982.0,0.0,5.0,633.8196355227923,0.02,84.0,0,True,False,False,False,True,True,False,False,True
647564,1768.0,0.0,4.57,3.855206085764145,0.35,7.0,15,True,False,False,False,True,True,False,False,True
652527,1213.0,1.0,4.78,1.6796561374309336,2.23,11.0,4,False,True,False,False,True,True,False,False,True
652633,1866.0,1.0,4.74,1.6796561374309336,0.54,13.0,4,False,True,False,False,True,True,False,False,True
659531,3438.0,0.0,4.66,3.855206085764145,1.22,32.0,1,True,False,False,False,True,True,False,False,True
659540,12280.0,0.0,4.71,3.855206085764145,0.87,25.0,23,True,False,False,False,True,True,False,False,True
660960,1031.0,0.0,4.83,1.6796561374309336,1.48,8.0,8,False,True,False,False,True,True,False,False,True
661323,1400.0,0.0,4.96,,1.16,7.0,1,False,True,False,False,True,True,False,False,True
662810,9824.0,0.0,4.91,3.855206085764145,2.14,8.0,1,False,True,False,False,True,False,True,False,True
662817,737.0,0.0,4.86,3.855206085764145,2.64,7.0,1,False,True,False,False,True,False,True,False,True
667478,1866.0,1.0,4.57,1.6796561374309336,1.29,41.0,8,False,True,False,False,True,True,False,False,True
668858,3807.0,0.0,4.7,3.855206085764145,0.5,8.0,8,True,False,False,False,True,True,False,False,True
668880,2333.0,0.0,4.63,3.855206085764145,0.54,7.0,12,True,False,False,False,True,True,False,False,True
668902,2923.0,0.0,4.56,3.855206085764145,0.79,9.0,10,True,False,False,False,True,True,False,False,True
668908,2923.0,0.0,4.47,3.855206085764145,0.45,8.0,14,True,False,False,False,True,True,False,False,True
673821,1213.0,1.0,4.79,1.6796561374309336,1.46,12.0,4,False,True,False,False,True,True,False,False,True
679022,1572.0,0.0,4.26,5.286658858414812,1.34,7.0,8,True,False,False,False,True,False,True,False,True
679276,3684.0,0.0,4.8,483.299372936291,0.44,8.0,21,False,True,False,False,True,False,True,False,True
681166,23308.0,1.0,4.66,1.6796561374309336,3.01,12.0,8,False,True,False,False,True,True,False,False,True
690105,4715.0,0.0,4.9,3.855206085764145,4.97,7.0,1,False,True,False,False,True,False,True,False,True
691240,2333.0,0.0,4.91,1.6796561374309336,1.87,8.0,5,False,True,False,False,True,False,True,False,True
691380,1350.0,0.0,4.93,7.997025397482145,0.8,8.0,20,False,True,False,False,True,False,True,False,True
692045,1302.0,0.0,4.82,5.973202765973969,0.27,11.0,0,True,False,False,False,True,True,False,False,True
695142,1983.0,0.0,4.81,4.779680037529501,0.54,7.0,5,True,False,False,False,True,False,True,False,True
696261,2456.0,0.0,4.54,3.855206085764145,1.09,46.0,23,True,False,False,False,True,True,False,False,True
696837,1868.0,0.0,4.88,3.855206085764145,3.42,7.0,18,False,True,False,False,True,True,False,False,True
699944,3168.0,3.0,4.58,3.8180694127366808,0.23,87.0,0,True,False,False,False,True,True,False,False,True
701644,1827.0,1.0,4.6,1.6796561374309336,1.11,26.0,8,False,True,False,False,True,True,False,False,True
701691,8596.0,0.0,4.65,3.855206085764145,0.89,25.0,23,True,False,False,False,True,True,False,False,True
706726,1916.0,1.0,4.72,1.6796561374309336,1.21,11.0,3,False,True,False,False,True,True,False,False,True
707963,1940.0,2.0,4.78,3.855206085764145,0.85,7.0,5,False,True,False,False,True,True,False,False,True
708571,2310.0,1.0,4.84,1.6796561374309336,0.93,12.0,4,False,True,False,False,True,True,False,False,True
711288,24534.0,1.0,4.84,1.6796561374309336,0.47,11.0,3,False,True,False,False,True,True,False,False,True
733462,2321.0,0.0,4.31,3.855206085764145,0.21,21.0,7,True,False,False,False,True,False,True,False,True
735375,1351.0,0.0,4.35,3.855206085764145,1.71,9.0,9,True,False,False,False,True,False,True,False,True
747785,23308.0,1.0,4.86,1.6796561374309336,0.97,8.0,3,False,True,False,False,True,True,False,False,True
747830,1746.0,1.0,4.88,1.6796561374309336,0.15,11.0,3,False,True,False,False,True,True,False,False,True
757660,1105.0,0.0,4.69,5.647773904731127,0.41,7.0,6,False,True,False,False,True,True,False,False,True
777881,1449.0,0.0,4.5,3.1742847596468065,0.02,107.0,6,False,True,False,False,True,True,False,False,True
780659,1203.0,0.0,4.57,3.1742847596468065,0.06,11.0,3,False,True,False,False,True,True,False,False,True
780866,639.0,0.0,4.84,3.1742847596468065,2.36,7.0,14,False,True,False,False,True,True,False,False,True
782440,614.0,0.0,4.75,3.1742847596468065,2.59,7.0,6,False,True,False,False,True,True,False,False,True
782489,516.0,0.0,4.67,3.1742847596468065,2.52,7.0,14,False,True,False,False,True,True,False,False,True
782770,589.0,0.0,4.76,3.1742847596468065,2.38,7.0,8,False,True,False,False,True,True,False,False,True
790196,3040.0,0.0,4.77,3.855206085764145,5.24,7.0,7,False,True,False,False,True,False,True,False,True
797201,2210.0,0.0,4.89,3.855206085764145,0.08,8.0,13,False,True,False,False,True,False,True,False,True
814677,3414.0,0.0,4.33,3.855206085764145,0.39,9.0,9,True,False,False,False,True,True,False,False,True
814687,3414.0,0.0,4.64,3.855206085764145,0.11,15.0,5,True,False,False,False,True,True,False,False,True
814691,4887.0,0.0,4.66,3.855206085764145,1.12,8.0,5,True,False,False,False,True,True,False,False,True
814705,4887.0,0.0,4.74,3.855206085764145,0.44,8.0,5,True,False,False,False,True,True,False,False,True
818015,761.0,0.0,4.43,3.855206085764145,4.12,8.0,3,True,False,False,False,True,False,True,False,True
818081,884.0,0.0,4.33,3.855206085764145,5.71,8.0,0,True,False,False,False,True,False,True,False,True
820954,5157.0,0.0,4.96,3.855206085764145,1.54,7.0,5,False,True,False,False,True,True,False,False,True
822456,2807.0,0.0,4.5,1.6796561374309336,0.64,7.0,12,True,False,False,False,True,False,True,False,True
822938,3500.0,0.0,4.47,645.5231245673652,0.49,8.0,12,True,False,False,False,True,False,True,False,True
823030,3500.0,0.0,4.31,645.5231245673652,0.3,10.0,10,True,False,False,False,True,False,True,False,True
843670,3438.0,0.0,4.9,3.855206085764145,1.34,8.0,2,False,True,False,False,True,False,True,False,True
847192,1866.0,1.0,4.71,1.6796561374309336,0.77,17.0,4,False,True,False,False,True,True,False,False,True
855669,2923.0,0.0,4.1,3.855206085764145,0.61,11.0,16,True,False,False,False,True,False,True,False,True
874150,1596.0,0.0,4.95,3.855206085764145,0.42,9.0,0,False,True,False,False,True,False,True,False,True
874212,1300.0,0.0,4.73,4.779680037529501,0.53,9.0,1,False,True,False,False,True,True,False,False,True
874482,2329.0,0.0,4.61,4.779680037529501,0.46,10.0,12,False,True,False,False,True,True,False,False,True
876329,2431.0,0.0,5.0,3.855206085764145,0.26,22.0,3,False,True,False,False,True,False,True,False,True
882759,2431.0,1.0,4.74,1.6796561374309336,0.53,8.0,3,False,True,False,False,True,True,False,False,True
899174,1351.0,0.0,4.64,3.8180694127366808,0.36,53.0,0,True,False,True,False,False,True,False,True,False
906369,712.0,2.0,4.55,3.8180694127366808,1.65,29.0,0,True,False,False,False,True,True,False,False,True
933489,4347.0,1.0,4.75,1.6796561374309336,0.74,8.0,3,False,True,False,False,True,True,False,False,True
933583,1621.0,1.0,4.8,1.6796561374309336,1.56,8.0,3,False,True,False,False,True,True,False,False,True
933836,1695.0,1.0,4.73,1.6796561374309336,1.31,8.0,8,False,True,False,False,True,True,False,False,True
935534,1228.0,0.0,4.6,1.234721465780256,1.34,7.0,4,True,False,False,False,True,True,False,False,True
939413,24534.0,1.0,4.77,1.6796561374309336,1.18,7.0,4,False,True,False,False,True,True,False,False,True
962877,1842.0,0.0,4.52,3.855206085764145,1.24,8.0,4,True,False,False,False,True,True,False,False,True
976660,1474.0,0.0,4.66,4.779680037529501,0.9,7.0,1,False,True,False,False,True,True,False,False,True
977301,2161.0,1.0,4.82,1.6796561374309336,1.09,8.0,3,False,True,False,False,True,True,False,False,True
987875,1997.0,2.0,4.53,414.23859024206007,0.17,10.0,30,True,False,False,False,True,True,False,False,True
991924,1031.0,0.0,4.49,3.855206085764145,4.33,8.0,3,True,False,False,False,True,False,True,False,True
993197,2650.0,0.0,4.4,5.973202765973969,0.13,56.0,0,True,False,False,False,True,True,False,False,True
994758,2947.0,0.0,4.56,5.973202765973969,3.09,7.0,11,True,False,False,False,True,False,True,False,True
995953,1670.0,0.0,4.78,1.6796561374309336,1.6,51.0,0,True,False,False,False,True,True,False,False,True
1000103,1719.0,0.0,4.83,487.08046850871875,0.14,8.0,6,True,False,False,False,True,True,False,False,True
1000340,1891.0,0.0,4.67,3.855206085764145,0.89,31.0,1,True,False,False,False,True,True,False,False,True
1015821,1645.0,1.0,4.9,3.855206085764145,0.26,9.0,0,False,True,False,False,True,True,False,False,True
1020234,3414.0,0.0,4.5,3.855206085764145,3.69,7.0,5,True,False,False,False,True,False,True,False,True
1043941,4000.0,0.0,4.79,1.234721465780256,0.82,8.0,28,True,False,False,False,True,True,False,False,True
1064766,900.0,0.0,4.58,4.779680037529501,5.68,7.0,6,True,False,False,False,True,False,True,False,True
1072946,8000.0,0.0,4.82,7.997025397482145,0.41,8.0,26,False,True,False,False,True,True,False,False,True
1073417,4912.0,0.0,4.85,838.457681789634,0.29,7.0,11,False,True,False,False,True,True,False,False,True
1074074,2000.0,0.0,4.81,1.6796561374309336,3.52,7.0,3,False,True,False,False,True,False,True,False,True
1081430,4396.0,0.0,4.54,3.855206085764145,2.04,8.0,6,True,False,False,False,True,True,False,False,True
1101093,2186.0,0.0,4.89,4.779680037529501,1.01,7.0,16,False,True,False,False,True,True,False,False,True
1103679,933.0,3.0,4.9,3.1742847596468065,0.09,87.0,2,True,False,False,False,True,True,False,False,True
1111076,3550.0,2.0,4.8,3.855206085764145,1.16,8.0,5,False,True,False,False,True,True,False,False,True
1116016,870.0,0.0,4.42,5.286658858414812,1.9,7.0,2,True,False,False,False,True,True,False,False,True
1143098,3905.0,0.0,4.57,3.855206085764145,1.76,8.0,18,True,False,False,False,True,True,False,False,True
1151056,5500.0,0.0,4.89,3.855206085764145,4.44,7.0,7,False,True,False,False,True,True,False,False,True
1153832,14244.0,0.0,4.91,37.55949796898047,1.22,7.0,15,False,True,False,False,True,True,False,False,True
1165444,1213.0,1.0,4.78,1.6796561374309336,1.17,13.0,4,False,True,False,False,True,True,False,False,True
1167382,2210.0,1.0,4.72,3.855206085764145,1.0,8.0,3,False,True,False,False,True,True,False,False,True
1169103,4887.0,0.0,4.67,1.6796561374309336,0.24,10.0,27,False,True,False,False,True,False,True,False,True
1184697,958.0,3.0,4.45,1.234721465780256,0.27,24.0,0,True,False,False,False,True,True,False,False,True
1200137,1793.0,0.0,4.52,3.1742847596468065,2.43,7.0,1,True,False,False,False,True,False,True,False,True
1201907,24534.0,1.0,4.75,1.6796561374309336,0.1,8.0,3,False,True,False,False,True,True,False,False,True
1202743,1796.0,1.0,4.73,1.6796561374309336,0.09,64.0,4,False,True,False,False,True,True,False,False,True
1210507,1670.0,0.0,4.76,1.6796561374309336,3.09,49.0,0,True,False,False,False,True,True,False,False,True
1221884,1316.0,0.0,4.9,1.6796561374309336,1.7,7.0,17,True,False,False,False,True,False,True,False,True
1231557,2431.0,1.0,4.9,3.8180694127366808,0.41,8.0,24,False,True,False,False,True,True,False,False,True
1238371,2333.0,1.0,4.86,2614.182596061366,0.27,8.0,0,False,True,False,False,True,True,False,False,True
1247895,3070.0,2.0,4.37,4.779680037529501,0.32,20.0,0,True,False,False,False,True,True,False,False,True
1252184,2824.0,0.0,4.89,3.855206085764145,2.28,19.0,0,True,False,False,False,True,False,True,False,True
1261171,805.0,0.0,4.84,4.779680037529501,0.15,14.0,22,False,True,False,False,True,False,True,False,True
1287418,2310.0,1.0,4.67,1.6796561374309336,1.56,16.0,8,False,True,False,False,True,True,False,False,True
1310891,2250.0,0.0,4.67,3.855206085764145,3.4,8.0,15,True,False,False,False,True,True,False,False,True
1353879,5512.0,0.0,4.6,3.855206085764145,3.32,7.0,2,False,True,False,False,True,True,False,False,True
1358534,1474.0,0.0,4.6,488.051470834979,0.04,90.0,0,True,False,True,False,False,True,False,True,False
1362150,1596.0,0.0,4.73,3.8180694127366808,1.48,8.0,9,False,True,False,False,True,False,True,False,True
1379714,3600.0,0.0,4.73,1.6796561374309336,1.09,7.0,4,False,True,False,False,True,False,True,False,True
1394492,880.0,3.0,4.88,1.6796561374309336,4.61,44.0,0,True,False,False,False,True,True,False,False,True
1400880,1890.0,1.0,4.82,3.8180694127366808,0.15,20.0,0,True,False,False,False,True,True,False,False,True
1400957,1940.0,0.0,4.96,4.779680037529501,1.83,7.0,0,False,True,False,False,True,True,False,False,True
1404051,1474.0,0.0,4.59,756.7476263840198,1.92,8.0,2,False,True,False,False,True,True,False,False,True
1439689,810.0,0.0,4.41,3.855206085764145,4.99,8.0,1,True,False,False,False,True,False,True,False,True
1449549,1290.0,0.0,4.76,3.1742847596468065,5.59,7.0,0,False,True,False,False,True,True,False,False,True
1460047,2763.0,0.0,4.81,3.855206085764145,1.09,8.0,5,True,False,False,False,True,False,True,False,True
1465124,2210.0,0.0,4.71,3.855206085764145,2.8,8.0,0,True,False,False,False,True,False,True,False,True
1474207,2000.0,0.0,4.94,1.6796561374309336,0.9,63.0,0,True,False,False,False,True,False,True,False,True
1474923,650.0,3.0,4.74,1.6796561374309336,2.84,46.0,5,True,False,False,False,True,True,False,False,True
1475688,3735.0,0.0,4.76,3.855206085764145,4.46,7.0,5,True,False,False,False,True,False,True,False,True
1488818,2137.0,0.0,4.54,489.8628758611649,0.22,19.0,0,True,False,False,False,True,False,True,False,True
1498631,1216.0,0.0,4.91,1.6796561374309336,0.62,56.0,0,True,False,False,False,True,False,True,False,True
1498761,2000.0,0.0,4.93,5.973202765973969,3.96,7.0,3,False,True,False,False,True,True,False,False,True
1508028,1500.0,1.0,4.93,5.286658858414812,0.5,8.0,9,False,True,False,False,True,True,False,False,True
1509112,1842.0,0.0,4.46,3.855206085764145,4.56,7.0,1,True,False,False,False,True,False,True,False,True
1512029,3684.0,2.0,5.0,5.647773904731127,0.11,8.0,27,True,False,False,False,True,True,False,False,True
1514911,2456.0,0.0,4.39,5.286658858414812,1.16,8.0,8,True,False,False,False,True,False,True,False,True
1523714,14735.0,0.0,4.57,3.855206085764145,3.23,9.0,0,True,False,False,False,True,False,True,False,True
1590317,1007.0,3.0,4.22,3.855206085764145,0.15,58.0,20,True,False,False,False,True,True,False,False,True
1591316,1670.0,0.0,4.56,3.855206085764145,0.3,7.0,23,True,False,False,False,True,True,False,False,True
1647656,442.0,0.0,4.89,3.1742847596468065,0.77,8.0,15,False,True,False,False,True,True,False,False,True
1653300,5500.0,0.0,0.0,5.286658858414812,0.01,123.0,0,True,False,True,False,False,True,False,True,False
1659567,1300.0,0.0,4.72,73.63256238537922,0.53,7.0,23,False,True,False,False,True,True,False,False,True
1685474,6852.0,0.0,4.62,3.855206085764145,1.73,8.0,2,True,False,False,False,True,True,False,False,True
1686130,2309.0,0.0,4.95,0.7877115843104531,4.88,7.0,2,False,True,False,False,True,False,True,False,True
1701072,2390.0,0.0,4.68,488.051470834979,2.15,7.0,5,True,False,False,False,True,False,True,False,True
1706131,13129.0,0.0,4.43,3.855206085764145,0.83,24.0,9,True,False,False,False,True,False,True,False,True
1708606,1100.0,2.0,4.67,1.234721465780256,0.29,56.0,0,True,False,False,False,True,True,False,False,True
1711450,13218.0,0.0,4.46,3.855206085764145,1.43,7.0,2,True,False,False,False,True,False,True,False,True
1735621,970.0,1.0,4.91,3.8180694127366808,0.09,32.0,29,True,False,False,False,True,True,False,False,True
1763136,4421.0,0.0,4.95,0.7877115843104531,3.15,7.0,13,False,True,False,False,True,True,False,False,True
1775594,1228.0,0.0,4.79,3.1742847596468065,1.22,17.0,2,False,True,False,False,True,False,True,False,True
1775721,1842.0,0.0,4.8,3.1742847596468065,1.27,11.0,3,False,True,False,False,True,False,True,False,True
1775745,1719.0,0.0,4.73,3.1742847596468065,0.73,15.0,2,False,True,False,False,True,False,True,False,True
1775852,982.0,0.0,4.74,3.1742847596468065,0.87,8.0,5,False,True,False,False,True,False,True,False,True
1782461,1719.0,0.0,4.91,3.418065233486615,3.15,8.0,10,False,True,False,False,True,True,False,False,True
1794809,2500.0,2.0,4.89,5.973202765973969,1.68,9.0,0,True,False,False,False,True,True,False,False,True
1795471,3238.0,0.0,4.78,488.051470834979,0.22,12.0,0,True,False,True,False,False,True,False,True,False
1796375,2824.0,0.0,4.89,3.1742847596468065,2.44,32.0,0,False,True,False,False,True,True,False,False,True
1797813,1719.0,0.0,4.96,3.855206085764145,1.47,8.0,15,False,True,False,False,True,False,True,False,True
1814243,2701.0,0.0,4.92,3.855206085764145,1.41,8.0,2,False,True,False,False,True,True,False,False,True
1824829,8473.0,0.0,4.5,3.855206085764145,1.69,7.0,19,True,False,False,False,True,False,True,False,True
1867891,2088.0,2.0,4.94,1.3798747200637844,1.03,8.0,0,True,False,False,False,True,True,False,False,True
