listing_id,adjusted_price,host_response_time,ranking,Distance,reviews_per_month,last_review,availability_30,host_is_superhost_f,host_is_superhost_t,Verification_only profile,Verification_only identity,Verification_Both,instant_bookable_f,instant_bookable_t,has_availability_f,has_availability_t
16658722,2407.0,0.0,4.9,3.855206085764145,0.29,15.0,9,True,False,False,False,True,True,False,False,True
16682952,1500.0,1.0,4.78,3.8180694127366808,0.29,81.0,0,True,False,False,False,True,True,False,False,True
16721201,950.0,0.0,4.96,5.647773904731127,0.9,8.0,0,True,False,False,False,True,True,False,False,True
16736550,2210.0,0.0,4.68,1.6796561374309336,2.13,8.0,16,True,False,False,False,True,True,False,False,True
16747846,1460.0,0.0,4.97,3.1742847596468065,1.37,7.0,16,False,True,False,False,True,True,False,False,True
16751211,1680.0,1.0,4.93,1.6796561374309336,0.52,8.0,0,False,True,False,False,True,True,False,False,True
16817614,2947.0,0.0,4.36,3.855206085764145,2.15,14.0,0,True,False,False,False,True,False,True,False,True
16823659,1449.0,0.0,4.75,3.855206085764145,2.68,7.0,24,True,False,False,False,True,True,False,False,True
16907495,5649.0,0.0,5.0,28.08434499391974,0.19,8.0,23,True,False,False,False,True,True,False,False,True
16910471,3659.0,0.0,4.98,76.68581123938594,0.71,49.0,0,True,False,False,False,True,False,True,False,True
16911351,2853.0,2.0,4.97,1123.9539641772942,0.37,10.0,27,False,True,False,False,True,True,False,False,True
16920695,2200.0,0.0,4.93,488.051470834979,2.46,7.0,0,False,True,False,False,True,False,True,False,True
16921137,1250.0,0.0,4.61,1.6796561374309336,0.48,8.0,0,True,False,False,False,True,True,False,False,True
16942918,2920.0,0.0,4.82,4.52847393769571,3.61,7.0,10,False,True,False,False,True,False,True,False,True
16959475,6434.0,0.0,4.75,3.855206085764145,0.1,14.0,9,False,True,False,False,True,False,True,False,True
16960252,13139.0,0.0,4.77,3.855206085764145,0.98,7.0,7,True,False,False,False,True,False,True,False,True
16960255,6434.0,0.0,4.7,3.855206085764145,0.13,16.0,15,False,True,False,False,True,False,True,False,True
16961306,25000.0,0.0,0.0,485.80296557377693,0.0,0.0,0,True,False,True,False,False,True,False,True,False
16968572,2210.0,3.0,4.78,5.973202765973969,0.69,10.0,25,True,False,False,False,True,True,False,False,True
16979990,15000.0,0.0,4.86,5.647773904731127,0.65,52.0,0,True,False,False,False,True,False,True,False,True
16980652,4421.0,0.0,4.74,3.855206085764145,1.35,8.0,13,True,False,False,False,True,False,True,False,True
16981902,2873.0,0.0,4.64,5.973202765973969,0.16,14.0,12,True,False,False,False,True,False,True,False,True
16991798,1190.0,1.0,4.52,5.286658858414812,1.87,8.0,13,True,False,False,False,True,True,False,False,True
17003901,1700.0,0.0,4.94,5.647773904731127,0.69,16.0,8,False,True,False,False,True,False,True,False,True
17044068,4800.0,0.0,2.0,3.1742847596468065,0.04,83.0,30,True,False,False,False,True,False,True,False,True
17045009,1800.0,0.0,4.86,5.973202765973969,0.7,7.0,0,False,True,False,False,True,False,True,False,True
17075516,1250.0,0.0,4.81,3.8180694127366808,1.52,24.0,0,True,False,False,False,True,True,False,False,True
17084536,2014.0,0.0,4.82,3.855206085764145,1.46,15.0,0,False,True,False,False,True,True,False,False,True
17093827,3070.0,0.0,4.91,0.7877115843104531,5.08,7.0,1,False,True,False,False,True,False,True,False,True
17094474,4100.0,2.0,4.99,5.973202765973969,1.26,9.0,21,False,True,False,False,True,True,False,False,True
17107450,3448.0,0.0,4.89,488.051470834979,0.75,9.0,12,True,False,False,False,True,False,True,False,True
17156884,922.0,0.0,0.0,6.04668105488813,0.01,85.0,0,True,False,True,False,False,True,False,True,False
17167567,6950.0,0.0,4.83,1.6796561374309336,0.24,21.0,9,True,False,False,False,True,False,True,False,True
17183122,860.0,1.0,4.29,490.1572443129741,0.18,9.0,0,True,False,False,False,True,True,False,False,True
17184605,8596.0,0.0,0.0,3.855206085764145,0.02,53.0,2,True,False,False,False,True,True,False,False,True
17193798,2800.0,1.0,4.96,414.189136935102,0.36,8.0,0,True,False,False,False,True,True,False,False,True
17223023,4666.0,0.0,4.95,37.55949796898047,1.29,7.0,4,False,True,False,False,True,True,False,False,True
17245371,1493.0,0.0,4.65,3.855206085764145,4.65,7.0,11,True,False,False,False,True,False,True,False,True
17247456,1860.0,0.0,4.96,3.855206085764145,3.53,7.0,3,False,True,False,False,True,True,False,False,True
17252762,3758.0,0.0,4.72,74.08227275808372,1.75,8.0,0,False,True,False,False,True,False,True,False,True
17274978,1400.0,0.0,4.72,3.855206085764145,4.15,7.0,14,True,False,False,False,True,False,True,False,True
17280996,5157.0,0.0,4.8,3.855206085764145,0.18,12.0,0,False,True,False,False,True,True,False,False,True
17281002,4298.0,0.0,4.86,3.855206085764145,0.29,11.0,10,False,True,False,False,True,True,False,False,True
17281007,3807.0,0.0,0.0,1.6796561374309336,0.02,55.0,5,False,True,False,False,True,True,False,False,True
17281024,1290.0,2.0,4.44,3.8180694127366808,3.42,7.0,1,True,False,False,False,True,True,False,False,True
17281083,2216.0,0.0,4.61,3.855206085764145,4.46,7.0,22,True,False,False,False,True,False,True,False,True
17297065,3190.0,0.0,4.92,76.68581123938594,1.16,16.0,0,True,False,False,False,True,True,False,False,True
17300057,1283.0,0.0,4.6,3.855206085764145,3.68,7.0,20,True,False,False,False,True,True,False,False,True
17300350,1423.0,0.0,4.63,3.855206085764145,3.73,7.0,15,True,False,False,False,True,False,True,False,True
17300879,1510.0,0.0,4.91,3.418065233486615,2.79,7.0,9,False,True,False,False,True,False,True,False,True
17306044,3954.0,2.0,4.3,3.855206085764145,0.18,10.0,18,False,True,False,False,True,False,True,False,True
17309014,1160.0,0.0,4.71,5.647773904731127,0.48,8.0,0,False,True,False,False,True,True,False,False,True
17337529,761.0,0.0,4.75,3.1742847596468065,0.76,7.0,0,True,False,False,False,True,False,True,False,True
17341611,1600.0,0.0,4.95,3.855206085764145,1.41,8.0,29,False,True,False,False,True,True,False,False,True
17363853,4543.0,0.0,4.6,3.855206085764145,0.08,24.0,0,True,False,True,False,False,True,False,True,False
17375372,12255.0,0.0,4.81,3.855206085764145,0.79,8.0,8,True,False,False,False,True,True,False,False,True
17383493,2500.0,0.0,4.97,3.1742847596468065,1.98,7.0,7,False,True,False,False,True,False,True,False,True
17390994,5894.0,0.0,4.86,488.051470834979,1.1,8.0,5,False,True,False,False,True,True,False,False,True
17398524,491.0,0.0,4.7,1.234721465780256,3.1,7.0,3,True,False,False,False,True,True,False,False,True
17404811,3650.0,1.0,4.97,3.855206085764145,3.55,8.0,5,False,True,False,False,True,True,False,False,True
17445365,1690.0,0.0,4.91,5.973202765973969,3.3,7.0,19,False,True,False,False,True,True,False,False,True
17450816,1498.0,0.0,4.97,1.6796561374309336,2.29,7.0,3,False,True,False,False,True,True,False,False,True
17456985,2000.0,0.0,4.99,3.855206085764145,4.12,7.0,4,False,True,False,False,True,False,True,False,True
17478381,1768.0,0.0,4.91,4.779680037529501,2.1,7.0,0,True,False,False,False,True,True,False,False,True
17487642,1547.0,2.0,4.67,5.973202765973969,0.18,32.0,0,True,False,False,False,True,True,False,False,True
17502201,1160.0,0.0,4.84,488.24500183806487,2.88,7.0,1,False,True,False,False,True,False,True,False,True
17504528,4887.0,0.0,4.81,3.855206085764145,0.89,8.0,5,True,False,False,False,True,True,False,False,True
17505141,7343.0,0.0,4.84,3.855206085764145,1.02,9.0,3,True,False,False,False,True,True,False,False,True
17505592,19475.0,0.0,4.81,1.6796561374309336,1.85,8.0,13,False,True,False,False,True,False,True,False,True
17505669,12992.0,0.0,4.84,3.855206085764145,2.21,7.0,6,True,False,False,False,True,True,False,False,True
17506536,19475.0,0.0,4.9,1.6796561374309336,1.33,8.0,18,False,True,False,False,True,False,True,False,True
17506732,4800.0,0.0,4.47,490.1572443129741,0.78,8.0,14,True,False,False,False,True,False,True,False,True
17506942,20973.0,0.0,4.98,1.6796561374309336,0.51,8.0,7,False,True,False,False,True,False,True,False,True
17507030,19475.0,0.0,4.76,1.6796561374309336,0.37,8.0,12,False,True,False,False,True,False,True,False,True
17507152,13483.0,0.0,4.75,1.6796561374309336,0.75,8.0,15,False,True,False,False,True,False,True,False,True
17507345,13483.0,0.0,4.78,1.6796561374309336,0.11,8.0,4,False,True,False,False,True,False,True,False,True
17512448,950.0,0.0,4.66,3.1742847596468065,0.56,15.0,0,True,False,False,False,True,True,False,False,True
17518555,1965.0,0.0,4.87,7.997025397482145,3.32,7.0,9,False,True,False,False,True,False,True,False,True
17519659,1200.0,0.0,4.68,483.299372936291,0.58,7.0,12,False,True,False,False,True,False,True,False,True
17529107,1228.0,0.0,4.84,3.855206085764145,0.48,44.0,0,True,False,False,False,True,True,False,False,True
17536999,2300.0,0.0,4.75,3.855206085764145,3.15,8.0,7,True,False,False,False,True,False,True,False,True
17607555,2990.0,0.0,4.6,3.855206085764145,5.21,16.0,0,True,False,False,False,True,False,True,False,True
17607569,680.0,0.0,4.9,5.286658858414812,0.93,7.0,10,False,True,False,False,True,False,True,False,True
17613011,20630.0,0.0,4.51,3.855206085764145,3.69,7.0,8,True,False,False,False,True,False,True,False,True
17631216,990.0,0.0,5.0,3.1742847596468065,0.17,31.0,0,True,False,True,False,False,True,False,True,False
17632268,3438.0,0.0,0.0,3.855206085764145,0.01,85.0,0,True,False,False,False,True,False,True,False,True
17645713,9283.0,2.0,4.4,3.855206085764145,0.12,24.0,13,False,True,False,False,True,False,True,False,True
17646116,1596.0,0.0,4.82,3.855206085764145,5.46,7.0,7,False,True,False,False,True,True,False,False,True
17648206,1650.0,0.0,4.89,1.6796561374309336,2.99,8.0,16,False,True,False,False,True,True,False,False,True
17649956,2000.0,0.0,4.59,3.855206085764145,5.94,16.0,0,True,False,False,False,True,False,True,False,True
17667136,1360.0,0.0,4.76,3.855206085764145,1.24,27.0,0,True,False,False,False,True,False,True,False,True
17673614,1172.0,0.0,4.85,3.8180694127366808,1.7,7.0,1,True,False,False,False,True,True,False,False,True
17675851,2088.0,1.0,4.77,3.855206085764145,3.65,7.0,6,False,True,False,False,True,True,False,False,True
17691837,4150.0,1.0,4.71,1534.2074772397216,0.24,10.0,27,True,False,False,False,True,True,False,False,True
17694279,1010.0,0.0,4.84,488.24500183806487,6.91,7.0,2,False,True,False,False,True,False,True,False,True
17712118,1474.0,0.0,4.77,3.1742847596468065,1.19,7.0,1,True,False,False,False,True,False,True,False,True
17724334,11985.0,0.0,4.71,1.6796561374309336,0.18,9.0,14,False,True,False,False,True,False,True,False,True
17724611,11985.0,0.0,4.96,1.6796561374309336,0.36,7.0,14,False,True,False,False,True,False,True,False,True
17728193,4715.0,0.0,5.0,1.6796561374309336,0.09,15.0,6,False,True,False,False,True,False,True,False,True
17728360,11985.0,0.0,4.79,1.6796561374309336,0.61,8.0,19,False,True,False,False,True,False,True,False,True
17728466,11985.0,0.0,4.78,1.6796561374309336,0.63,8.0,2,False,True,False,False,True,False,True,False,True
17728749,11985.0,0.0,4.9,1.6796561374309336,1.42,8.0,12,False,True,False,False,True,False,True,False,True
17729194,11985.0,0.0,4.71,1.6796561374309336,0.12,9.0,15,False,True,False,False,True,False,True,False,True
17729271,11985.0,0.0,4.75,1.6796561374309336,0.22,8.0,7,False,True,False,False,True,False,True,False,True
17729430,11985.0,0.0,4.96,1.6796561374309336,0.87,7.0,9,False,True,False,False,True,False,True,False,True
17729521,11985.0,0.0,4.87,1.6796561374309336,0.61,8.0,3,False,True,False,False,True,False,True,False,True
17742468,9799.0,0.0,4.79,3.855206085764145,2.17,7.0,5,True,False,False,False,True,True,False,False,True
17769203,7343.0,0.0,4.93,3.855206085764145,0.74,7.0,15,False,True,False,False,True,True,False,False,True
17776122,2903.0,0.0,4.91,414.23859024206007,0.74,8.0,27,True,False,False,False,True,False,True,False,True
17782640,2112.0,2.0,4.57,1.234721465780256,0.09,11.0,0,True,False,False,False,True,True,False,False,True
17792892,4500.0,0.0,4.98,3.855206085764145,2.91,7.0,11,True,False,False,False,True,True,False,False,True
17793216,491.0,0.0,4.63,3.8180694127366808,0.37,21.0,0,True,False,False,False,True,True,False,False,True
17799663,9799.0,0.0,4.82,3.855206085764145,1.91,8.0,7,True,False,False,False,True,True,False,False,True
17803849,1031.0,0.0,4.85,3.8180694127366808,2.85,7.0,2,False,True,False,False,True,False,True,False,True
17807933,1650.0,0.0,4.84,3.1742847596468065,3.55,7.0,3,False,True,False,False,True,True,False,False,True
17809879,3510.0,0.0,4.94,3.855206085764145,5.63,7.0,7,False,True,False,False,True,True,False,False,True
17810336,3200.0,0.0,4.73,1.6796561374309336,3.09,8.0,14,False,True,False,False,True,False,True,False,True
17817225,1228.0,1.0,4.84,3.8180694127366808,0.72,9.0,9,True,False,False,False,True,True,False,False,True
17858081,5649.0,0.0,4.82,3.855206085764145,1.02,15.0,8,True,False,False,False,True,False,True,False,True
17859870,1965.0,0.0,4.54,76.68581123938594,2.31,8.0,5,True,False,False,False,True,False,True,False,True
17871181,2400.0,0.0,4.63,69.5440480151615,0.38,8.0,0,True,False,False,False,True,True,False,False,True
17876879,2000.0,0.0,4.78,3.8180694127366808,0.99,9.0,20,True,False,False,False,True,False,True,False,True
17882120,1150.0,0.0,4.93,7.997025397482145,2.02,25.0,0,True,False,False,False,True,False,True,False,True
17882776,11223.0,0.0,4.97,5.647773904731127,4.0,7.0,5,False,True,False,False,True,False,True,False,True
17891820,1727.0,0.0,4.68,5.973202765973969,3.78,7.0,8,False,True,False,False,True,False,True,False,True
17899079,1570.0,0.0,4.83,3.855206085764145,3.83,8.0,2,False,True,True,False,False,False,True,False,True
17899870,2000.0,0.0,4.9,76.68581123938594,3.1,7.0,4,True,False,False,False,True,True,False,False,True
17901536,1967.0,0.0,4.8,3.855206085764145,4.52,8.0,9,False,True,False,False,True,False,True,False,True
17906735,15094.0,0.0,4.79,3.855206085764145,3.42,7.0,14,False,True,False,False,True,False,True,False,True
17912686,1800.0,0.0,4.25,712.0511609570505,2.72,8.0,13,True,False,False,False,True,False,True,False,True
17921187,10000.0,0.0,4.9,1.6796561374309336,1.99,49.0,30,True,False,False,False,True,True,False,False,True
17922725,3414.0,0.0,4.77,3.855206085764145,2.17,43.0,0,False,True,False,False,True,True,False,False,True
17933064,2230.0,0.0,4.81,1.6796561374309336,3.63,8.0,14,True,False,False,False,True,True,False,False,True
17940120,15501.0,0.0,4.74,3.855206085764145,0.9,44.0,13,True,False,False,False,True,False,True,False,True
17949569,1990.0,0.0,4.72,1.6796561374309336,1.61,8.0,8,True,False,False,False,True,False,True,False,True
17957536,1382.0,0.0,4.72,1.6796561374309336,1.47,7.0,5,True,False,False,False,True,True,False,False,True
17967510,2333.0,0.0,4.91,0.7877115843104531,2.53,7.0,2,False,True,False,False,True,True,False,False,True
17984977,1499.0,0.0,3.5,6.04668105488813,0.26,10.0,30,True,False,False,False,True,True,False,False,True
17993294,25321.0,0.0,4.68,1.234721465780256,1.0,28.0,28,True,False,False,False,True,True,False,False,True
18000661,15472.0,0.0,4.86,310.7184615878618,1.1,8.0,20,False,True,False,False,True,True,False,False,True
18004919,1500.0,0.0,4.84,1.234721465780256,2.14,7.0,3,False,True,False,False,True,True,False,False,True
18027226,2947.0,0.0,4.93,1.6796561374309336,1.33,8.0,14,False,True,False,False,True,False,True,False,True
18029821,2014.0,0.0,4.66,3.855206085764145,3.65,7.0,6,True,False,False,False,True,False,True,False,True
18030938,2898.0,0.0,4.71,3.855206085764145,3.8,7.0,2,True,False,False,False,True,False,True,False,True
18037810,2947.0,0.0,4.89,1.6796561374309336,1.15,7.0,14,False,True,False,False,True,True,False,False,True
18051811,20671.0,0.0,4.9,3.855206085764145,1.25,43.0,19,True,False,False,False,True,False,True,False,True
18063331,1965.0,2.0,4.91,3.855206085764145,1.01,8.0,5,True,False,False,False,True,True,False,False,True
18069576,1570.0,0.0,4.93,1.234721465780256,1.94,49.0,0,True,False,False,False,True,True,False,False,True
18074135,1960.0,0.0,4.8,5.973202765973969,3.58,7.0,18,False,True,False,False,True,True,False,False,True
18081993,31284.0,0.0,4.8,3.855206085764145,4.04,7.0,2,False,True,False,False,True,False,True,False,True
18089319,884.0,0.0,4.76,3.1742847596468065,1.74,54.0,0,True,False,False,False,True,False,True,False,True
18099955,6140.0,0.0,4.88,1.6796561374309336,1.83,8.0,6,True,False,False,False,True,False,True,False,True
18118471,3414.0,0.0,4.69,3.855206085764145,0.37,10.0,3,True,False,False,False,True,True,False,False,True
18131872,368.0,0.0,4.89,3.1742847596468065,0.47,66.0,0,True,False,False,False,True,True,False,False,True
18144124,14735.0,0.0,4.91,3.855206085764145,0.31,45.0,0,False,True,False,False,True,False,True,False,True
18152448,1950.0,0.0,4.91,5.973202765973969,0.55,16.0,18,False,True,False,False,True,False,True,False,True
18157237,1719.0,0.0,4.55,3.855206085764145,1.46,11.0,0,True,False,False,False,True,True,False,False,True
18169765,1300.0,0.0,4.83,5.973202765973969,0.81,9.0,16,False,True,False,False,True,False,True,False,True
18175634,2427.0,0.0,4.74,3.855206085764145,3.3,7.0,13,False,True,False,False,True,False,True,False,True
18177688,1600.0,0.0,4.91,3.855206085764145,2.58,8.0,6,False,True,False,False,True,False,True,False,True
18187810,2456.0,0.0,4.6,3.855206085764145,1.45,11.0,0,True,False,False,False,True,True,False,False,True
18189174,12722.0,0.0,4.67,1.6796561374309336,0.12,56.0,0,True,False,True,False,False,True,False,True,False
18189751,12722.0,0.0,3.83,1.6796561374309336,0.08,45.0,0,True,False,True,False,False,True,False,True,False
18192643,1277.0,0.0,4.78,7.997025397482145,2.12,8.0,3,False,True,False,False,True,True,False,False,True
18207571,1540.0,1.0,4.75,485.80296557377693,0.75,7.0,21,False,True,False,False,True,True,False,False,True
18220414,1200.0,0.0,4.89,6875.042390055768,1.1,8.0,15,False,True,False,False,True,True,False,False,True
18234663,1969.0,0.0,4.91,492.21909671057836,0.68,7.0,5,True,False,False,False,True,False,True,False,True
18237528,7250.0,0.0,4.76,3.855206085764145,3.2,7.0,2,False,True,False,False,True,False,True,False,True
18263406,1620.0,2.0,4.95,5.647773904731127,1.21,11.0,4,True,False,False,False,True,False,True,False,True
18263492,3000.0,0.0,4.83,413.9468053422716,2.21,49.0,0,True,False,False,False,True,False,True,False,True
18265005,1375.0,0.0,4.95,3.1742847596468065,2.37,7.0,12,False,True,False,False,True,False,True,False,True
18266947,1228.0,0.0,4.98,3.1742847596468065,3.64,7.0,11,False,True,False,False,True,False,True,False,True
18268146,1600.0,0.0,4.91,3.1742847596468065,5.28,8.0,0,True,False,False,False,True,True,False,False,True
18281713,1228.0,0.0,4.9,1606.6920351512983,0.14,21.0,30,True,False,False,False,True,True,False,False,True
18286999,1081.0,0.0,4.9,5.286658858414812,6.57,8.0,1,False,True,False,False,True,True,False,False,True
18297813,1474.0,0.0,4.8,5.647773904731127,1.13,10.0,5,True,False,False,False,True,False,True,False,True
18303496,10118.0,0.0,4.58,3.855206085764145,0.29,7.0,2,True,False,False,False,True,True,False,False,True
18316419,2161.0,0.0,4.88,1.6796561374309336,3.78,7.0,25,True,False,False,False,True,True,False,False,True
18341071,1270.0,0.0,4.9,414.2062555734947,1.74,9.0,20,False,True,False,False,True,True,False,False,True
18342863,2923.0,0.0,4.58,0.7877115843104531,0.64,13.0,0,False,True,False,False,True,False,True,False,True
18343688,1300.0,0.0,4.97,3.1742847596468065,0.39,7.0,3,False,True,False,False,True,False,True,False,True
18344266,5169.0,0.0,4.4,3.1742847596468065,0.06,83.0,0,True,False,True,False,False,True,False,True,False
18372100,2800.0,0.0,4.75,0.7877115843104531,0.36,50.0,0,False,True,False,False,True,False,True,False,True
18381386,1399.0,0.0,4.86,1.6796561374309336,3.63,8.0,4,False,True,False,False,True,False,True,False,True
18382239,2300.0,0.0,4.83,490.35850050013653,0.44,9.0,20,True,False,False,False,True,False,True,False,True
18386555,2000.0,0.0,5.0,3.1742847596468065,0.42,10.0,23,True,False,False,False,True,False,True,False,True
18388057,9578.0,0.0,4.85,1.6796561374309336,0.2,15.0,0,True,False,False,False,True,True,False,False,True
18391145,1400.0,0.0,4.75,3.1742847596468065,0.36,10.0,29,False,True,False,False,True,False,True,False,True
18394208,4912.0,0.0,4.43,5.973202765973969,0.31,8.0,30,True,False,False,False,True,False,True,False,True
18409833,1410.0,0.0,4.87,1.6796561374309336,3.78,8.0,3,False,True,False,False,True,False,True,False,True
18417529,6140.0,0.0,4.5,3.855206085764145,0.14,11.0,7,True,False,False,False,True,True,False,False,True
18423354,5500.0,0.0,4.7,1.6796561374309336,3.9,7.0,10,True,False,False,False,True,True,False,False,True
18439504,2431.0,0.0,4.86,3.855206085764145,4.34,7.0,2,False,True,False,False,True,False,True,False,True
18443303,884.0,2.0,4.9,417.1603999046647,0.27,50.0,0,True,False,False,False,True,False,True,False,True
18445684,1420.0,0.0,4.89,1.6796561374309336,3.5,7.0,6,False,True,False,False,True,False,True,False,True
18454299,2358.0,0.0,4.95,3.855206085764145,2.77,8.0,20,False,True,False,False,True,True,False,False,True
18454715,2579.0,0.0,4.95,3.855206085764145,2.57,8.0,21,False,True,False,False,True,True,False,False,True
18480934,7000.0,0.0,4.55,3.1742847596468065,0.14,9.0,0,False,True,False,False,True,True,False,False,True
18492639,1645.0,2.0,4.93,417.1603999046647,0.45,11.0,0,True,False,False,False,True,False,True,False,True
18492646,2310.0,2.0,4.94,417.1603999046647,0.34,14.0,0,True,False,False,False,True,False,True,False,True
18514527,1326.0,0.0,4.19,3.855206085764145,0.48,9.0,4,True,False,False,False,True,False,True,False,True
18517466,1695.0,0.0,4.67,3.855206085764145,0.66,21.0,22,True,False,False,False,True,False,True,False,True
18521845,1390.0,2.0,4.97,414.2062555734947,1.34,7.0,5,False,True,False,False,True,True,False,False,True
18558065,17442.0,0.0,4.86,5.286658858414812,4.17,7.0,10,True,False,False,False,True,True,False,False,True
18566988,1923.0,0.0,4.72,3.855206085764145,4.34,7.0,4,False,True,False,False,True,False,True,False,True
18594975,1800.0,0.0,4.69,23.705189884042536,1.75,8.0,15,True,False,False,False,True,False,True,False,True
18620845,2480.0,0.0,4.84,3.855206085764145,4.58,7.0,5,False,True,False,False,True,False,True,False,True
18623164,1200.0,0.0,4.7,5.973202765973969,1.89,8.0,10,True,False,False,False,True,True,False,False,True
18646040,1277.0,0.0,4.71,72.79293718700656,0.71,7.0,1,True,False,False,False,True,False,True,False,True
18647976,2300.0,0.0,4.92,5.973202765973969,2.22,7.0,0,True,False,False,False,True,True,False,False,True
18652228,4270.0,0.0,4.74,3.1742847596468065,2.26,8.0,0,True,False,False,False,True,False,True,False,True
18681715,2500.0,0.0,4.85,3.855206085764145,2.75,7.0,9,True,False,False,False,True,False,True,False,True
18682314,455.0,0.0,0.0,830.0246831226174,0.0,0.0,0,True,False,False,False,True,False,True,False,True
18694923,14735.0,0.0,4.84,3.855206085764145,3.05,7.0,9,False,True,False,False,True,False,True,False,True
18716976,1200.0,1.0,4.43,488.75297551174907,0.63,8.0,18,True,False,False,False,True,True,False,False,True
18718834,614.0,0.0,4.69,5.973202765973969,0.18,21.0,0,True,False,True,False,False,True,False,True,False
18754707,4421.0,0.0,4.93,3.855206085764145,5.58,7.0,5,False,True,False,False,True,False,True,False,True
18755205,14826.0,0.0,4.92,1.6796561374309336,3.65,7.0,4,True,False,False,False,True,True,False,False,True
18771646,2038.0,0.0,4.67,1.6796561374309336,2.0,8.0,13,True,False,False,False,True,True,False,False,True
18779988,8473.0,0.0,4.64,3.855206085764145,3.75,7.0,2,True,False,False,False,True,False,True,False,True
18781504,1228.0,0.0,4.7,64.02066463439402,3.48,7.0,3,True,False,False,False,True,False,True,False,True
18782037,6115.0,0.0,4.65,3.855206085764145,2.84,7.0,1,True,False,False,False,True,True,False,False,True
18783406,1200.0,1.0,4.25,5.647773904731127,0.17,7.0,29,False,True,False,False,True,True,False,False,True
18787343,1000.0,0.0,4.36,5.973202765973969,3.73,8.0,14,True,False,False,False,True,False,True,False,True
18791227,1930.0,0.0,4.94,5.647773904731127,2.19,7.0,0,False,True,False,False,True,True,False,False,True
18798762,2790.0,0.0,4.8,3.855206085764145,2.81,7.0,16,False,True,False,False,True,False,True,False,True
18801689,1253.0,0.0,4.76,5.286658858414812,5.97,7.0,1,False,True,False,False,True,False,True,False,True
18802034,1400.0,0.0,4.66,3.1742847596468065,1.88,8.0,10,True,False,False,False,True,False,True,False,True
18809410,1250.0,0.0,4.23,1.6796561374309336,0.18,8.0,8,True,False,False,False,True,True,False,False,True
18847663,7000.0,0.0,4.87,3.855206085764145,4.13,8.0,7,True,False,False,False,True,True,False,False,True
18853930,850.0,0.0,4.97,4.779680037529501,1.99,30.0,0,True,False,False,False,True,False,True,False,True
18860675,2004.0,3.0,4.94,5.286658858414812,0.22,52.0,0,True,False,False,False,True,True,False,False,True
18867606,982.0,1.0,4.2,490.1572443129741,0.2,51.0,0,True,False,False,False,True,True,False,False,True
18870528,7589.0,0.0,4.73,3.855206085764145,1.31,7.0,10,True,False,False,False,True,False,True,False,True
18872987,1105.0,1.0,4.63,490.1572443129741,0.1,22.0,0,True,False,False,False,True,True,False,False,True
18899407,2765.0,0.0,5.0,9590.795278166543,0.2,11.0,28,False,True,False,False,True,True,False,False,True
18912630,1663.0,0.0,4.9,1.6796561374309336,1.51,7.0,6,True,False,False,False,True,True,False,False,True
18922268,1474.0,1.0,4.75,490.1572443129741,0.22,17.0,11,True,False,False,False,True,True,False,False,True
18925633,1360.0,0.0,4.84,5.647773904731127,7.18,7.0,7,False,True,False,False,True,False,True,False,True
18938985,5600.0,0.0,4.82,488.051470834979,2.42,49.0,0,True,False,True,False,False,True,False,True,False
18954911,2309.0,0.0,4.75,3.855206085764145,3.57,8.0,19,True,False,False,False,True,False,True,False,True
18955299,3800.0,0.0,4.84,3.855206085764145,4.37,8.0,7,False,True,False,False,True,True,False,False,True
18967391,5575.0,0.0,4.79,3.855206085764145,4.7,7.0,3,True,False,False,False,True,False,True,False,True
18972892,2630.0,0.0,4.97,5.647773904731127,0.38,44.0,0,True,False,False,False,True,False,True,False,True
18993042,2186.0,0.0,4.89,5.973202765973969,0.76,11.0,10,True,False,False,False,True,True,False,False,True
19004554,1660.0,0.0,4.9,3.8180694127366808,1.5,9.0,0,False,True,False,False,True,True,False,False,True
19008696,1010.0,0.0,4.81,73.0207332285366,2.7,7.0,3,True,False,False,False,True,False,True,False,True
19036415,2090.0,0.0,4.96,1.6796561374309336,2.57,7.0,7,False,True,False,False,True,True,False,False,True
19043187,5050.0,0.0,4.89,3.855206085764145,0.85,10.0,19,True,False,False,False,True,False,True,False,True
19045439,2038.0,0.0,4.71,3.855206085764145,1.69,24.0,0,True,False,False,False,True,False,True,False,True
19051267,7343.0,0.0,4.44,488.051470834979,0.49,8.0,8,True,False,False,False,True,False,True,False,True
19053567,12255.0,0.0,0.0,3.855206085764145,0.0,0.0,29,True,False,False,False,True,True,False,False,True
19069104,1827.0,0.0,4.55,74.08227275808372,2.19,59.0,5,True,False,False,False,True,False,True,False,True
19071121,1351.0,2.0,4.59,3.8180694127366808,0.52,11.0,11,True,False,False,False,True,True,False,False,True
19076538,5108.0,0.0,4.88,1459.261865638802,1.65,27.0,0,True,False,False,False,True,False,True,False,True
19088907,1200.0,1.0,4.72,1.6796561374309336,0.45,21.0,0,False,True,False,False,True,True,False,False,True
19094176,5796.0,0.0,4.93,76.68581123938594,4.04,8.0,6,False,True,False,False,True,False,True,False,True
19107543,1990.0,0.0,4.86,4.779680037529501,5.16,7.0,6,False,True,False,False,True,True,False,False,True
19152851,1190.0,0.0,5.0,4.779680037529501,1.03,8.0,14,False,True,False,False,True,True,False,False,True
19153891,1950.0,0.0,4.89,5.973202765973969,0.12,56.0,0,True,False,False,False,True,True,False,False,True
