listing_id,neighbourhood_cleansed,room_type,accommodates,bathrooms_numeric,beds,bathrooms_shared,amenities_num
18781504,Praha 5,Entire home/apt,2,1.5,1.0,0,403
18782037,Praha 1,Entire home/apt,8,2.0,4.0,0,531
18783406,Praha 6,Private room,2,1.0,2.0,1,272
18787343,Praha 5,Entire home/apt,3,1.0,2.0,0,453
18791227,Praha 6,Entire home/apt,4,1.0,2.0,0,872
18798762,Praha 1,Entire home/apt,2,1.0,1.0,0,362
18801689,Praha 8,Entire home/apt,2,1.0,1.0,0,421
18802034,Praha 3,Entire home/apt,2,1.0,1.0,0,395
18809410,Praha 2,Private room,2,1.0,2.0,1,496
18847663,Praha 1,Entire home/apt,8,3.0,5.0,0,1295
18853930,Praha 7,Entire home/apt,3,1.0,3.0,0,370
18860675,Praha 8,Entire home/apt,4,1.0,4.0,0,527
18867606,Praha 3,Entire home/apt,4,1.0,4.0,0,224
18870528,Praha 1,Entire home/apt,6,2.0,3.0,0,347
18872987,Praha 3,Entire home/apt,4,1.0,4.0,0,94
18899407,Praha 2,Entire home/apt,4,1.5,2.0,0,1011
18912630,Praha 2,Entire home/apt,2,1.0,1.0,0,380
18922268,Praha 3,Entire home/apt,6,1.0,2.0,0,120
18925633,Praha 6,Entire home/apt,4,1.0,3.0,0,1151
18938985,Praha 1,Entire home/apt,2,1.0,2.0,0,128
18954911,Praha 1,Entire home/apt,2,1.0,1.0,0,434
18955299,Praha 1,Entire home/apt,2,1.0,1.0,0,587
18967391,Praha 1,Entire home/apt,9,1.0,5.0,0,419
18972892,Praha 6,Private room,2,1.0,2.0,1,809
18993042,Praha 5,Entire home/apt,2,1.0,1.0,0,811
19004554,Praha 10,Entire home/apt,2,1.5,1.0,0,563
19008696,Praha 3,Entire home/apt,2,1.5,1.0,0,304
19036415,Praha 2,Entire home/apt,5,1.5,3.0,0,771
19043187,Praha 1,Entire home/apt,4,1.0,1.0,0,420
19045439,Praha 1,Entire home/apt,10,2.5,6.0,0,261
19051267,Praha 1,Entire home/apt,6,1.5,5.0,0,837
19053567,Praha 1,Entire home/apt,6,1.0,6.0,0,287
19069104,Praha 2,Entire home/apt,8,1.5,4.0,0,357
19071121,Praha 10,Entire home/apt,4,1.5,2.0,0,283
19076538,Praha 2,Entire home/apt,3,1.0,2.0,0,354
19088907,Praha 2,Private room,2,1.0,2.0,0,145
19094176,Praha 1,Entire home/apt,3,1.0,2.0,0,336
19107543,Praha 7,Entire home/apt,2,1.0,1.0,0,693
19152851,Praha 7,Entire home/apt,2,1.5,1.0,0,461
19153891,Praha 5,Entire home/apt,2,1.0,1.0,0,306
19154148,Praha 14,Entire home/apt,6,2.0,3.0,0,445
19160507,Praha 1,Private room,2,1.0,2.0,0,305
19166708,Praha 10,Entire home/apt,3,1.0,3.0,0,826
19184246,Praha 1,Private room,2,1.0,1.0,1,970
19195910,Praha 22,Private room,6,1.0,4.0,0,185
19201862,Praha 1,Private room,4,2.5,1.0,1,403
19208229,Praha 2,Entire home/apt,1,1.5,1.0,0,138
19224890,Praha 1,Entire home/apt,16,3.5,13.0,0,824
19263673,Praha 8,Entire home/apt,4,1.0,2.0,0,397
19270184,Praha 1,Entire home/apt,4,1.0,1.0,0,548
19270229,Praha 1,Entire home/apt,10,1.0,5.0,0,928
19270835,Praha 1,Entire home/apt,2,1.5,1.0,0,327
19292226,Praha 8,Entire home/apt,16,1.0,11.0,0,570
19306608,Praha 1,Entire home/apt,2,1.0,2.0,0,491
19310364,Praha 1,Entire home/apt,2,1.0,1.0,0,757
19323498,Praha 2,Private room,2,1.0,2.0,0,354
19328955,Praha 2,Private room,2,1.5,2.0,1,426
19340793,Praha 1,Entire home/apt,6,1.0,1.0,0,462
19350428,Praha 1,Entire home/apt,3,1.5,2.0,0,790
19370671,Praha 5,Hotel room,4,1.0,2.0,0,331
19371903,Praha 11,Entire home/apt,2,1.5,1.0,0,833
19387083,Praha 1,Private room,2,1.0,2.0,0,341
19387472,Praha 1,Private room,2,1.0,2.0,0,289
19387805,Praha 1,Private room,4,1.0,4.0,0,336
19398719,Praha 5,Entire home/apt,7,1.5,4.0,0,462
19408549,Praha 6,Entire home/apt,2,1.5,2.0,0,667
19419730,Praha 17,Private room,2,1.0,1.0,1,239
19444213,Praha 1,Private room,2,2.5,1.0,1,551
19448912,Praha 2,Entire home/apt,2,1.0,1.0,0,450
19452169,Praha 1,Entire home/apt,8,1.5,4.0,0,815
19458840,Praha 2,Entire home/apt,4,1.0,2.0,0,492
19466580,Praha 3,Entire home/apt,4,1.0,2.0,0,327
19480089,Praha 1,Entire home/apt,3,1.0,2.0,0,682
19485244,Praha 1,Entire home/apt,3,1.0,2.0,0,404
19487095,Praha 14,Private room,2,1.0,1.0,0,496
19487553,Praha 14,Private room,2,1.0,2.0,0,535
19506416,Praha 3,Entire home/apt,8,1.0,8.0,0,244
19530806,Praha 13,Entire home/apt,2,1.0,1.0,0,692
19535347,Praha 12,Entire home/apt,2,1.0,1.0,0,114
19536169,Praha 5,Entire home/apt,2,1.0,2.0,0,395
19544501,Praha 2,Entire home/apt,4,1.0,2.0,0,588
19557207,Praha 3,Entire home/apt,4,1.0,1.0,0,574
19595251,Praha 7,Shared room,2,1.0,1.0,1,110
19613222,Praha 2,Entire home/apt,4,1.5,3.0,0,992
19619470,Praha 1,Entire home/apt,4,1.0,3.0,0,507
19621990,Praha 1,Entire home/apt,4,1.0,1.0,0,518
19660549,Praha 1,Entire home/apt,8,1.0,5.0,0,629
19660767,Praha 1,Entire home/apt,7,1.0,3.0,0,651
19667239,Praha 1,Entire home/apt,5,1.5,2.0,0,789
19675040,Praha 3,Entire home/apt,4,1.5,1.0,0,526
19677012,Praha 2,Private room,2,1.0,1.0,0,477
19685995,Praha 2,Entire home/apt,6,1.5,4.0,0,994
19688477,Praha 2,Private room,2,1.5,2.0,1,390
19692497,Praha 1,Entire home/apt,6,1.0,4.0,0,362
19697861,Praha 10,Entire home/apt,3,1.0,2.0,0,633
19706088,Praha 1,Private room,2,1.0,1.0,1,600
19713337,Praha 1,Private room,2,1.0,1.0,0,878
19714485,Praha 1,Entire home/apt,2,1.0,1.0,0,653
19723704,Praha 1,Entire home/apt,4,1.0,1.0,0,413
19748903,Praha 5,Private room,2,1.5,1.0,0,444
19757475,Praha 8,Entire home/apt,2,1.0,2.0,0,350
19765407,Praha 1,Entire home/apt,12,2.0,8.0,0,403
19770738,Praha 2,Entire home/apt,4,1.5,3.0,0,626
19803122,Praha 6,Entire home/apt,2,1.0,2.0,0,926
19828231,Praha 2,Private room,1,1.5,1.0,1,352
19833069,Praha 2,Entire home/apt,4,1.0,2.0,0,518
19839562,Praha 2,Entire home/apt,4,1.5,2.0,0,1183
19841041,Praha 3,Entire home/apt,4,1.0,2.0,0,684
19842027,Praha 20,Private room,2,1.0,1.0,0,651
19857718,Praha 3,Entire home/apt,2,1.0,2.0,0,227
19876482,Praha 4,Entire home/apt,2,1.0,1.0,0,302
19897163,Praha 1,Entire home/apt,4,1.0,2.0,0,578
19898463,Praha 3,Shared room,1,12.0,8.0,1,515
19910251,Praha 2,Entire home/apt,4,1.5,2.0,0,817
19911549,Praha 7,Entire home/apt,6,1.0,2.0,0,727
19922973,Praha 3,Private room,12,12.0,12.0,1,634
19982965,Praha 13,Entire home/apt,6,1.0,6.0,0,663
19993426,Praha 3,Private room,2,1.0,1.0,1,630
19995968,Praha 4,Private room,2,1.0,1.0,1,159
19999204,Praha 6,Entire home/apt,4,1.5,4.0,0,294
20008169,Praha 5,Hotel room,3,1.0,2.0,0,375
20008519,Praha 5,Private room,4,1.5,3.0,0,399
20008604,Praha 5,Private room,6,1.5,5.0,0,424
20029502,Praha 10,Entire home/apt,3,1.0,2.0,0,391
20033965,Praha 1,Entire home/apt,5,1.0,4.0,0,338
20043740,Praha 2,Private room,2,1.0,1.0,0,419
20060258,Praha 10,Entire home/apt,2,1.0,2.0,0,738
20085005,Praha 1,Entire home/apt,2,1.0,1.0,0,440
20141889,Praha 1,Entire home/apt,2,1.5,2.0,0,732
20145275,Praha 1,Entire home/apt,4,1.5,2.0,0,756
20146013,Praha 5,Entire home/apt,2,1.0,1.0,0,754
20146606,Praha 3,Entire home/apt,5,1.5,2.0,0,596
20146936,Praha 1,Entire home/apt,4,1.0,3.0,0,469
20150009,Praha 4,Entire home/apt,2,1.0,1.0,0,292
20151416,Praha 2,Entire home/apt,4,1.0,1.0,0,378
20152355,Praha 8,Entire home/apt,9,3.0,7.0,0,715
20169833,Praha 1,Hotel room,10,1.0,5.0,0,754
20178612,Praha 20,Private room,2,1.0,1.0,1,175
20180230,Praha 4,Entire home/apt,2,1.0,1.0,0,533
20182474,Praha 1,Entire home/apt,10,2.5,7.0,0,1130
20190667,Praha 3,Entire home/apt,2,1.5,1.0,0,545
20214526,Praha 10,Entire home/apt,4,1.0,4.0,0,563
20221044,Praha 7,Private room,3,1.5,2.0,1,741
20223041,Praha 1,Entire home/apt,7,1.0,4.0,0,741
20225227,Praha 13,Entire home/apt,3,1.0,3.0,0,210
20225402,Praha 3,Entire home/apt,8,1.0,8.0,0,303
20236556,Praha 2,Private room,2,1.0,1.0,0,419
20249643,Praha 2,Entire home/apt,4,1.0,2.0,0,342
20267738,Praha 1,Entire home/apt,4,1.5,2.0,0,562
20271895,Praha 1,Entire home/apt,8,1.0,6.0,0,1018
20275864,Praha 1,Entire home/apt,3,1.0,3.0,0,891
20276735,Praha 1,Entire home/apt,8,1.0,2.0,0,794
20277155,Praha 1,Entire home/apt,4,1.0,2.0,0,919
20277576,Praha 1,Entire home/apt,3,1.0,3.0,0,920
20278805,Praha 1,Entire home/apt,8,2.0,5.0,0,1016
20279867,Praha 1,Entire home/apt,7,1.5,7.0,0,1055
20284055,Praha 3,Private room,2,1.0,1.0,0,543
20284350,Praha 3,Private room,3,1.0,2.0,0,519
20304022,Praha 1,Entire home/apt,4,1.0,1.0,0,852
20310742,Praha 14,Entire home/apt,6,1.0,2.0,0,835
20311769,Praha 1,Entire home/apt,4,1.0,2.0,0,891
20312007,Praha 16,Private room,2,1.0,2.0,0,307
20319401,Praha 5,Entire home/apt,6,1.0,3.0,0,469
20350046,Praha 1,Entire home/apt,3,1.0,2.0,0,724
20419938,Praha 10,Entire home/apt,2,1.0,1.0,0,887
20421275,Praha 16,Private room,4,1.0,4.0,0,369
20435861,Praha 8,Entire home/apt,4,1.0,1.0,0,961
20448992,Praha 17,Private room,2,1.0,1.0,1,193
20454959,Praha 10,Entire home/apt,2,1.0,1.0,0,622
20456725,Praha 3,Entire home/apt,4,1.0,1.0,0,380
20465399,Praha 3,Entire home/apt,6,1.0,3.0,0,454
20487072,Praha 2,Entire home/apt,6,1.5,4.0,0,1042
20487415,Praha 14,Entire home/apt,4,1.0,4.0,0,979
20507021,Praha 1,Entire home/apt,4,1.0,2.0,0,647
20507737,Praha 3,Entire home/apt,5,1.0,5.0,0,290
20515512,Praha 2,Entire home/apt,4,1.0,2.0,0,525
20529314,Praha 2,Entire home/apt,4,1.0,3.0,0,1027
20532578,Praha 2,Entire home/apt,4,1.0,2.0,0,457
20564164,Praha 1,Private room,2,1.0,1.0,1,204
20566875,Praha 5,Private room,2,1.5,1.0,1,676
20609211,Praha 4,Entire home/apt,3,1.5,2.0,0,414
20614770,Praha 1,Entire home/apt,3,1.0,2.0,0,389
20627432,Praha 3,Entire home/apt,10,1.0,5.0,0,385
20643670,Praha 2,Entire home/apt,5,1.0,3.0,0,295
20661881,Praha 15,Entire home/apt,3,1.0,2.0,0,1112
20676565,Praha 1,Entire home/apt,13,1.0,5.0,0,889
20684255,Praha 1,Entire home/apt,4,1.0,3.0,0,389
20700679,Praha 8,Entire home/apt,4,1.0,2.0,0,821
20707712,Praha 3,Entire home/apt,4,1.0,2.0,0,432
20715952,Praha 8,Entire home/apt,4,1.0,2.0,0,927
20721939,Praha 8,Private room,2,1.5,2.0,1,1027
20736120,Praha 1,Entire home/apt,6,1.0,3.0,0,323
20759794,Praha 1,Private room,2,1.0,1.0,1,353
20778177,Praha 5,Entire home/apt,8,1.0,5.0,0,1032
20806796,Praha 1,Entire home/apt,4,1.5,1.0,0,659
20810506,Praha 6,Entire home/apt,3,1.0,2.0,0,749
20827425,Praha 1,Entire home/apt,6,1.0,3.0,0,802
20857327,Praha 2,Entire home/apt,4,1.0,4.0,0,330
20860421,Praha 3,Private room,2,1.0,2.0,1,277
20867562,Praha 7,Entire home/apt,6,1.0,6.0,0,563
20879342,Praha 6,Entire home/apt,4,1.0,2.0,0,380
20880900,Praha 3,Hotel room,2,1.0,2.0,0,499
20880992,Praha 3,Hotel room,2,12.0,2.0,0,528
20906929,Praha 1,Entire home/apt,3,1.0,2.0,0,290
20957555,Praha 1,Entire home/apt,2,1.0,3.0,0,416
20958514,Praha 1,Entire home/apt,3,2.0,1.0,0,496
20968027,Praha 1,Entire home/apt,2,1.0,1.0,0,214
20968369,Praha 1,Entire home/apt,4,1.0,2.0,0,207
20976253,Praha 14,Entire home/apt,6,1.0,6.0,0,943
21022261,Praha 3,Entire home/apt,2,1.0,1.0,0,601
21023779,Praha 8,Entire home/apt,4,1.5,1.0,0,477
21025903,Praha 3,Entire home/apt,4,1.0,1.0,0,377
21035015,Praha 3,Private room,2,1.5,1.0,0,713
21058319,Praha 8,Private room,1,1.5,1.0,1,817
21100514,Praha 1,Entire home/apt,4,1.5,2.0,0,404
21121877,Praha 1,Entire home/apt,8,1.0,4.0,0,274
21135045,Praha 8,Private room,2,1.0,2.0,1,248
21138954,Praha 1,Entire home/apt,4,1.0,2.0,0,723
21163390,Praha 1,Entire home/apt,4,1.0,2.0,0,579
21180741,Praha 5,Entire home/apt,5,1.0,5.0,0,122
21182944,Praha 2,Entire home/apt,2,1.0,1.0,0,343
21187695,Praha 10,Entire home/apt,2,1.0,1.0,0,407
21197558,Praha 5,Entire home/apt,2,1.0,1.0,0,180
21202227,Praha 10,Entire home/apt,2,1.0,2.0,0,387
21211382,Praha 1,Entire home/apt,5,1.0,2.0,0,1192
21213205,Praha 5,Entire home/apt,8,3.5,4.0,0,1487
21250153,Praha 7,Entire home/apt,2,1.0,1.0,0,420
21261142,Praha 16,Private room,2,1.0,1.0,0,664
21263785,Praha 1,Entire home/apt,4,1.0,2.0,0,587
21264324,Praha 2,Entire home/apt,4,1.0,2.0,0,377
21277906,Praha 6,Entire home/apt,4,1.0,1.0,0,315
21284151,Praha 3,Entire home/apt,3,1.0,3.0,0,399
21292408,Praha 3,Entire home/apt,12,1.0,5.0,0,434
21300744,Praha 7,Entire home/apt,2,1.5,1.0,0,532
21304648,Praha 1,Entire home/apt,4,1.0,2.0,0,447
21307102,Praha 2,Private room,2,3.0,1.0,1,379
21307596,Praha 2,Private room,2,2.0,1.0,1,583
21307851,Praha 2,Private room,2,2.0,1.0,1,333
21308034,Praha 2,Private room,2,2.5,1.0,1,336
21311192,Praha 16,Entire home/apt,4,1.5,2.0,0,770
21319065,Praha 1,Entire home/apt,4,1.5,2.0,0,435
21350648,Praha 6,Entire home/apt,2,1.0,1.0,0,577
21350905,Praha 6,Entire home/apt,4,1.0,2.0,0,484
21352528,Praha 1,Entire home/apt,6,1.0,3.0,0,423
21355395,Praha 5,Hotel room,8,1.0,4.0,0,870
21373862,Praha 10,Entire home/apt,2,1.0,1.0,0,107
21374314,Praha 7,Private room,2,1.0,2.0,1,844
21390302,Praha 3,Entire home/apt,3,1.0,2.0,0,455
21397242,Praha 5,Entire home/apt,2,1.0,1.0,0,512
21398301,Praha 3,Entire home/apt,4,1.0,2.0,0,488
21400827,Praha 3,Private room,2,1.0,1.0,1,548
21403265,Praha 1,Entire home/apt,3,1.0,1.0,0,558
21408980,Praha 7,Entire home/apt,2,1.0,1.0,0,633
21433595,Praha 1,Entire home/apt,5,1.0,4.0,0,414
21442774,Praha 4,Entire home/apt,2,1.0,1.0,0,223
21444034,Praha 6,Entire home/apt,2,1.0,1.0,0,513
21444459,Praha 3,Entire home/apt,3,1.0,2.0,0,342
21447453,Praha 2,Entire home/apt,4,1.5,3.0,0,562
21469649,Praha 10,Private room,2,1.0,1.0,0,603
21481328,Praha 2,Entire home/apt,5,1.5,3.0,0,328
21481943,Praha 2,Entire home/apt,6,1.0,3.0,0,456
21491773,Praha 1,Entire home/apt,7,1.5,5.0,0,550
21507291,Praha 5,Entire home/apt,2,1.0,2.0,0,203
21522260,Praha 2,Entire home/apt,4,2.0,2.0,0,577
21528573,Praha 3,Entire home/apt,8,2.0,4.0,0,332
21533358,Praha 1,Entire home/apt,2,1.0,1.0,0,576
21535661,Praha 10,Private room,1,1.5,1.0,1,442
21536483,Praha 10,Private room,2,1.5,1.0,1,427
21536590,Praha 10,Private room,2,1.5,1.0,1,427
21536644,Praha 10,Private room,1,1.5,1.0,1,447
21536711,Praha 10,Private room,2,1.5,1.0,1,413
21536781,Praha 10,Private room,1,1.5,1.0,1,427
21537042,Praha 1,Entire home/apt,6,2.5,3.0,0,730
21547221,Praha 5,Entire home/apt,3,1.0,3.0,0,839
21550907,Praha 5,Private room,2,1.5,2.0,1,1039
21573653,Praha 7,Entire home/apt,2,1.0,1.0,0,223
21578732,Praha 1,Entire home/apt,14,2.5,9.0,0,789
21579914,Praha 1,Entire home/apt,5,1.5,5.0,0,562
21603396,Praha 3,Private room,2,1.5,1.0,1,342
21614053,Praha 8,Entire home/apt,3,1.0,2.0,0,257
21614880,Praha 3,Entire home/apt,4,1.5,3.0,0,512
21621714,Praha 9,Entire home/apt,3,1.0,3.0,0,271
21622375,Praha 1,Entire home/apt,4,1.5,2.0,0,428
21629044,Praha 1,Entire home/apt,2,1.0,1.0,0,515
21637900,Praha 3,Entire home/apt,2,1.0,2.0,0,424
21641484,Praha 3,Entire home/apt,2,1.0,1.0,0,618
21647865,Praha 4,Entire home/apt,2,1.5,2.0,0,688
21678289,Praha 1,Entire home/apt,4,1.0,1.0,0,532
21679194,Praha 9,Entire home/apt,4,1.0,2.0,0,594
21686811,Praha 7,Entire home/apt,4,1.0,4.0,0,600
21706586,Praha 1,Entire home/apt,8,3.0,3.0,0,724
21722392,Praha 3,Shared room,1,12.0,11.0,1,550
21727268,Praha 1,Entire home/apt,2,1.0,1.0,0,468
21753019,Praha 17,Entire home/apt,3,1.0,3.0,0,362
21758728,Praha 7,Entire home/apt,3,1.0,3.0,0,412
21760925,Praha 1,Entire home/apt,7,1.5,4.0,0,468
21777918,Praha 4,Private room,2,2.5,2.0,1,794
21779103,Praha 7,Entire home/apt,2,1.0,2.0,0,493
21794956,Praha 7,Entire home/apt,4,1.5,2.0,0,918
21795309,Praha 5,Entire home/apt,2,1.0,2.0,0,124
21795831,Praha 1,Entire home/apt,8,1.0,3.0,0,521
21798420,Praha 1,Entire home/apt,3,1.0,2.0,0,1057
21813275,Praha 13,Private room,2,1.5,1.0,1,252
21821523,Praha 7,Entire home/apt,1,1.0,2.0,0,152
21823124,Praha 7,Entire home/apt,4,1.5,2.0,0,998
21835299,Praha 8,Entire home/apt,2,1.5,1.0,0,756
21842050,Praha 15,Private room,2,1.5,1.0,1,202
21844838,Praha 1,Entire home/apt,3,1.0,2.0,0,339
21855056,Praha 1,Entire home/apt,4,1.0,2.0,0,264
21855892,Praha 1,Entire home/apt,4,1.0,2.0,0,220
21857417,Praha 1,Entire home/apt,6,1.5,3.0,0,404
21857436,Praha 10,Entire home/apt,2,1.0,2.0,0,562
21860531,Praha 3,Entire home/apt,2,1.0,2.0,0,304
21863349,Praha 3,Private room,2,1.5,1.0,0,805
21877494,Praha 5,Private room,3,1.0,1.0,1,583
21888047,Praha 8,Private room,1,1.0,2.0,0,373
21888140,Praha 8,Private room,3,1.0,3.0,0,424
21897150,Praha 5,Entire home/apt,16,1.5,10.0,0,289
21906832,Praha 2,Entire home/apt,4,1.5,1.0,0,688
21911769,Praha 13,Entire home/apt,3,1.0,3.0,0,437
21919161,Praha 1,Entire home/apt,3,1.0,2.0,0,241
21919405,Praha 1,Entire home/apt,9,1.0,9.0,0,483
21924055,Praha 1,Entire home/apt,6,1.5,5.0,0,688
21924575,Praha 1,Entire home/apt,6,1.5,3.0,0,756
21948411,Praha 6,Entire home/apt,4,1.0,1.0,0,548
21961297,Praha 7,Entire home/apt,4,1.0,2.0,0,781
21973494,Praha 1,Entire home/apt,12,1.0,12.0,0,311
21974882,Praha 1,Entire home/apt,3,1.0,1.0,0,153
21979411,Praha 8,Entire home/apt,7,1.0,4.0,0,764
21980011,Praha 5,Private room,1,1.0,1.0,1,182
21987234,Praha 6,Entire home/apt,4,1.0,2.0,0,310
21990815,Praha 1,Entire home/apt,9,1.0,9.0,0,312
21991360,Praha 1,Entire home/apt,7,1.0,7.0,0,312
21991878,Praha 2,Entire home/apt,7,1.0,7.0,0,312
22000967,Praha 1,Entire home/apt,2,1.0,2.0,0,235
22001919,Praha 1,Entire home/apt,3,1.0,3.0,0,224
22006045,Praha 1,Entire home/apt,7,1.0,7.0,0,312
22006445,Praha 1,Entire home/apt,12,1.5,12.0,0,312
22007223,Praha 2,Entire home/apt,12,1.5,12.0,0,312
22007501,Praha 2,Entire home/apt,12,1.5,9.0,0,287
22018512,Praha 1,Entire home/apt,2,1.0,2.0,0,226
22025344,Praha 1,Entire home/apt,5,1.0,4.0,0,740
22025436,Praha 1,Entire home/apt,4,1.0,2.0,0,926
22031421,Praha 1,Entire home/apt,4,1.0,2.0,0,694
22041400,Praha 6,Private room,2,1.0,1.0,1,355
22050414,Praha 1,Entire home/apt,2,1.0,2.0,0,218
22056620,Praha 2,Entire home/apt,4,1.0,2.0,0,202
22060244,Praha 4,Entire home/apt,2,1.0,1.0,0,162
22063433,Praha 1,Entire home/apt,2,1.0,2.0,0,285
22082462,Praha 2,Entire home/apt,4,1.0,2.0,0,254
22094631,Praha 9,Entire home/apt,4,1.0,2.0,0,716
22095838,Praha 1,Entire home/apt,6,2.0,4.0,0,435
22097060,Praha 1,Entire home/apt,4,1.5,2.0,0,1070
22100943,Praha 1,Entire home/apt,2,1.5,1.0,0,724
22105249,Praha 8,Entire home/apt,4,1.0,2.0,0,649
22106678,Praha 8,Entire home/apt,2,1.0,2.0,0,630
22112144,Praha 3,Entire home/apt,2,1.5,1.0,0,232
22116961,Praha 1,Entire home/apt,6,1.0,5.0,0,257
22133048,Praha 5,Entire home/apt,4,1.0,3.0,0,186
22133281,Praha 1,Entire home/apt,12,2.0,10.0,0,312
22142345,Praha 2,Entire home/apt,2,1.0,1.0,0,609
22142346,Praha 2,Entire home/apt,2,1.0,1.0,0,696
22155345,Praha 1,Entire home/apt,2,1.5,2.0,0,249
22157232,Praha 3,Entire home/apt,10,2.5,6.0,0,602
22159730,Praha 3,Entire home/apt,10,3.0,6.0,0,782
22163839,Praha 5,Entire home/apt,2,1.0,1.0,0,599
22163861,Praha 4,Entire home/apt,2,1.0,1.0,0,281
22197689,Praha 3,Entire home/apt,2,1.0,1.0,0,481
22198602,Praha 3,Entire home/apt,4,1.0,2.0,0,484
22199263,Praha 3,Entire home/apt,4,1.0,3.0,0,563
22199347,Praha 3,Entire home/apt,8,1.5,4.0,0,794
22199615,Praha 3,Entire home/apt,6,1.5,4.0,0,769
22200444,Praha 3,Entire home/apt,5,1.0,3.0,0,576
22200869,Praha 3,Entire home/apt,11,2.0,7.0,0,499
22201142,Praha 10,Entire home/apt,4,1.0,1.0,0,551
22206928,Praha 3,Entire home/apt,4,1.0,4.0,0,225
22207533,Praha 1,Entire home/apt,3,1.0,1.0,0,554
22217438,Praha 1,Entire home/apt,2,1.0,1.0,0,329
22223245,Praha 5,Entire home/apt,7,1.0,3.0,0,748
22239014,Praha 6,Entire home/apt,5,1.0,2.0,0,136
22246209,Praha 1,Entire home/apt,2,1.0,1.0,0,295
22257667,Praha 5,Entire home/apt,2,1.0,2.0,0,430
22259951,Praha 1,Entire home/apt,6,1.0,3.0,0,356
22264245,Praha 2,Entire home/apt,6,1.5,4.0,0,372
22270839,Praha 1,Entire home/apt,6,1.0,3.0,0,343
22271811,Praha 5,Entire home/apt,2,1.0,1.0,0,510
22273793,Praha 1,Entire home/apt,4,1.0,2.0,0,503
22273845,Praha 3,Entire home/apt,15,3.0,12.0,0,431
22274024,Praha 1,Entire home/apt,4,1.5,2.0,0,442
22276711,Praha 1,Entire home/apt,3,1.0,3.0,0,145
22285851,Praha 1,Entire home/apt,4,1.0,4.0,0,198
22292715,Praha 7,Entire home/apt,4,1.0,2.0,0,302
22311447,Praha 9,Entire home/apt,6,1.5,3.0,0,577
22319388,Praha 8,Entire home/apt,2,1.5,1.0,0,745
22320060,Praha 5,Entire home/apt,2,1.0,1.0,0,487
22336891,Praha 1,Entire home/apt,4,1.5,2.0,0,305
22337068,Praha 1,Entire home/apt,3,1.0,2.0,0,681
22343062,Praha 3,Private room,2,1.5,1.0,1,382
22350193,Praha 2,Entire home/apt,6,2.5,6.0,0,1024
22350196,Praha 3,Entire home/apt,15,4.0,14.0,0,434
22350603,Praha 9,Entire home/apt,4,1.0,2.0,0,120
22351015,Praha 3,Entire home/apt,13,3.5,10.0,0,421
22351540,Praha 3,Entire home/apt,16,4.5,13.0,0,434
22351628,Praha 5,Entire home/apt,2,1.0,1.0,0,595
22352230,Praha 3,Entire home/apt,16,3.0,10.0,0,421
22352615,Praha 3,Entire home/apt,16,5.0,16.0,0,414
22355381,Praha 5,Entire home/apt,6,2.0,2.0,0,717
22363957,Praha 5,Entire home/apt,4,1.0,4.0,0,212
22368030,Praha 3,Entire home/apt,16,4.5,16.0,0,434
22368454,Praha 3,Entire home/apt,15,4.0,10.0,0,443
22375349,Praha 21,Entire home/apt,2,1.0,2.0,0,582
22381562,Praha 3,Entire home/apt,8,2.0,7.0,0,788
22384501,Praha 2,Entire home/apt,8,1.0,4.0,0,1073
22390025,Praha 1,Entire home/apt,4,1.0,4.0,0,297
22394805,Praha 2,Entire home/apt,2,1.0,1.0,0,568
22395480,Praha 1,Entire home/apt,8,2.5,3.0,0,532
22395753,Praha 3,Entire home/apt,6,1.0,2.0,0,502
22396326,Praha 2,Entire home/apt,5,2.0,3.0,0,857
22396433,Praha 10,Entire home/apt,2,1.0,1.0,0,200
22398049,Praha 4,Entire home/apt,4,1.5,2.0,0,592
22409450,Praha 3,Entire home/apt,6,2.0,3.0,0,942
22413709,Praha 3,Entire home/apt,4,1.0,4.0,0,141
22419046,Praha 1,Entire home/apt,2,1.0,1.0,0,315
22427129,Praha 1,Private room,4,1.0,1.0,0,722
22434640,Praha 1,Private room,2,1.0,1.0,1,506
22444710,Praha 3,Entire home/apt,4,1.0,4.0,0,241
22448590,Praha 7,Entire home/apt,10,2.0,8.0,0,564
22448739,Praha 7,Entire home/apt,6,1.0,5.0,0,690
22448788,Praha 7,Entire home/apt,4,1.0,3.0,0,403
22464549,Praha 3,Entire home/apt,4,1.0,4.0,0,216
22465620,Praha 1,Entire home/apt,2,1.0,1.0,0,245
22467648,Praha 2,Entire home/apt,2,1.0,2.0,0,502
22468380,Praha 1,Entire home/apt,2,1.5,1.0,0,887
22475472,Praha 8,Entire home/apt,7,1.0,4.0,0,758
22478111,Praha 8,Entire home/apt,6,1.0,3.0,0,761
22483285,Praha 2,Entire home/apt,5,2.0,3.0,0,426
22485557,Praha 5,Entire home/apt,2,1.0,1.0,0,500
22494241,Praha 5,Entire home/apt,2,1.0,4.0,0,319
22531505,Praha 5,Entire home/apt,3,1.5,1.0,0,664
22557524,Praha 7,Entire home/apt,5,1.5,2.0,0,883
22560173,Praha 3,Entire home/apt,3,1.0,2.0,0,837
22604223,Praha 10,Entire home/apt,2,1.0,2.0,0,690
22628940,Praha 1,Entire home/apt,6,2.5,3.0,0,1205
22638103,Praha 1,Entire home/apt,4,1.0,2.0,0,96
22638749,Praha 7,Entire home/apt,4,1.0,3.0,0,138
