iter	R2	RMSE
93	0.4409831651	19318.69202
94	0.4412214378	19314.57443
95	0.4520793478	19125.9982
96	0.452710599	19114.97764
97	0.4643370014	18910.85217
98	0.4845699426	18550.26619
99	0.5031694515	18212.49398
100	0.5037442216	18201.95615
101	0.5040970696	18195.48402
102	0.5042150921	18193.31867
103	0.5099237739	18088.27254
104	0.5099353063	18088.05972
105	0.5159772515	17976.21121
106	0.5162510944	17971.12534
107	0.5164652094	17967.14775
108	0.5175236632	17947.472
109	0.5193764505	17912.97826
110	0.5269491805	17771.29905
111	0.5366381994	17588.36175
112	0.5367984907	17585.31931
113	0.5369718508	17582.02821
114	0.5457402067	17414.75725
115	0.5492789146	17346.79369
116	0.5504588983	17324.07193
117	0.5632559253	17075.71062
118	0.5633350275	17074.16419
119	0.5634809678	17071.31073
120	0.5636422083	17068.15755
121	0.571561445	16912.56771
122	0.5787313364	16770.45529
123	0.5821287925	16702.69303
124	0.5886098549	16572.65988
125	0.5890334337	16564.12585
126	0.5951803358	16439.78281
127	0.6100863726	16134.27602
128	0.6133997411	16065.57766
129	0.6187589358	15953.83559
130	0.6235869319	15852.49489
131	0.6251719003	15819.08451
132	0.6271708876	15776.84591
133	0.6306819546	15702.38205
134	0.6351493337	15607.1228
135	0.6356615783	15596.16287
136	0.6358237768	15592.69088
137	0.6374099313	15558.69717
138	0.6505758976	15273.61027
139	0.6536035808	15207.29506
140	0.6547939444	15181.14325
141	0.656798218	15137.00807
142	0.6578233629	15114.38402
143	0.6617638748	15027.10326
144	0.665331603	14947.63992
145	0.6708890241	14823.01195
146	0.6723001065	14791.20055
147	0.6727392223	14781.28717
148	0.6847749181	14506.93478
149	0.6873471593	14447.62514
150	0.6984631636	14188.46661
151	0.6988968297	14178.26011
152	0.6998802539	14155.08758
153	0.7025910338	14091.01588
154	0.7121785406	13862.03085
155	0.7140383083	13817.17329
156	0.7166836721	13753.1151
157	0.7193805784	13687.50019
158	0.7261327784	13521.82477
159	0.72691993	13502.37851
160	0.7308913239	13403.83661
161	0.7352486313	13294.8788
162	0.7379246163	13227.5189
163	0.7420642096	13122.63591
164	0.7444847801	13060.91679
165	0.7450468902	13046.54247
166	0.7453248326	13039.42905
167	0.7522677366	12860.46171
168	0.7528530746	12845.25948
169	0.7530495684	12840.15216
170	0.7537018558	12823.18315
171	0.754835606	12793.63552
172	0.7548521973	12793.20261
173	0.7549891471	12789.6287
174	0.7568274203	12741.5592
175	0.7573594262	12727.61377
176	0.7638644843	12555.84458
177	0.7644713135	12539.70098
178	0.7681752289	12440.71082
179	0.7701387429	12387.9135
180	0.7703913885	12381.10372
181	0.7703968313	12380.95697
182	0.7760510419	12227.55989
183	0.7762023422	12223.42871
184	0.7762689885	12221.60853
185	0.7768921451	12204.57627
186	0.7777620859	12180.75903
187	0.7779918275	12174.46138
188	0.7786391619	12156.6992
189	0.7805859502	12103.12426
