iter	R2	RMSE
108	0.5024730459	18225.2537
109	0.5043120285	18191.54
110	0.5092888452	18099.98607
111	0.5094176688	18097.61008
112	0.5094653137	18096.73124
113	0.5094838079	18096.3901
114	0.5099788244	18087.25658
115	0.5115852313	18057.58506
116	0.5116215137	18056.91434
117	0.5144089863	18005.30971
118	0.5176117697	17945.83321
119	0.5194330504	17911.92348
120	0.5204359883	17893.22272
121	0.5204818954	17892.36627
122	0.526906381	17772.10296
123	0.5300657326	17712.6619
124	0.530153184	17711.01372
125	0.5302038757	17710.05828
126	0.5302427145	17709.32621
127	0.5334626597	17648.52767
128	0.5334876405	17648.05516
129	0.5376083554	17569.93943
130	0.5411035666	17503.40802
131	0.5418387234	17489.38208
132	0.5423581895	17479.46448
133	0.5432803809	17461.84422
134	0.543400158	17459.55434
135	0.5446501739	17435.63878
136	0.5469670733	17391.22442
137	0.5484391958	17362.9452
138	0.5601127324	17137.04635
139	0.5605362655	17128.7944
140	0.5668658621	17004.99399
141	0.5804482428	16736.24588
142	0.5848121035	16648.97947
143	0.5848290266	16648.64016
144	0.5878027256	16588.90933
145	0.6002504033	16336.51037
146	0.6114600234	16105.83073
147	0.6125348579	16083.53818
148	0.6142827266	16047.22048
149	0.6244136393	15835.07708
150	0.6316878102	15680.98437
151	0.6347364581	15615.95104
152	0.6357278657	15594.74403
153	0.6382131075	15541.45552
154	0.6465188618	15362.02254
155	0.6527731308	15225.51312
156	0.6548084944	15180.82331
157	0.657736254	15116.30775
158	0.6582128582	15105.77932
159	0.6582253765	15105.50268
160	0.6604153642	15057.02917
161	0.6605980335	15052.97889
162	0.6680102195	14887.70083
163	0.6718090534	14802.27859
164	0.6719432054	14799.25298
165	0.6773531566	14676.71922
166	0.6836695442	14532.34766
167	0.6837360162	14530.82071
168	0.6840785787	14522.94902
169	0.6849923095	14501.93165
170	0.6871671924	14451.78266
171	0.6872674855	14449.46588
172	0.6876080594	14441.59582
173	0.6881833596	14428.29188
174	0.689152854	14405.84434
175	0.6907271697	14369.31813
176	0.6964356265	14236.0884
177	0.6968009824	14227.51887
178	0.6969615442	14223.75122
179	0.7021268266	14102.00848
180	0.7068027311	13990.88658
181	0.7069921273	13986.36701
182	0.7088889108	13941.02321
183	0.7091056168	13935.83332
184	0.710614228	13899.64994
185	0.7130260451	13841.60708
186	0.7172160617	13740.18705
187	0.717235969	13739.7034
188	0.7214888181	13635.98747
189	0.7237512607	13580.48962
