iter	R2	RMSE
96	0.5681901022	16978.97903
97	0.5688142191	16966.7043
98	0.5721205995	16901.52783
99	0.5759170682	16826.37921
100	0.5882876046	16579.14946
101	0.5885114022	16574.64282
102	0.5975024939	16392.56341
103	0.5975748202	16391.09053
104	0.59764175	16389.72742
105	0.5978327727	16385.83638
106	0.5991825058	16358.31662
107	0.5992351889	16357.24152
108	0.5994102483	16353.6686
109	0.5998523503	16344.64193
110	0.6032591582	16274.91506
111	0.6033018523	16274.03935
112	0.6062291488	16213.88386
113	0.6115427146	16104.11677
114	0.6135229107	16063.01823
115	0.6143681829	16045.44274
116	0.6158726306	16014.11348
117	0.6218432872	15889.16894
118	0.6248161069	15826.5906
119	0.6332420391	15647.86355
120	0.6332656209	15647.36047
121	0.6332828921	15646.99202
122	0.6359089547	15590.86727
123	0.636145797	15585.7955
124	0.6371088796	15565.15487
125	0.6395891316	15511.87209
126	0.6470980376	15349.43211
127	0.6538935532	15200.92863
128	0.6614304212	15034.50875
129	0.6675936192	14897.03889
130	0.6693394013	14857.86813
131	0.6693733365	14857.10569
132	0.6693838855	14856.86867
133	0.6706970247	14827.3351
134	0.6713638824	14812.31438
135	0.6750683663	14728.59338
136	0.6766385924	14692.96246
137	0.6768441826	14688.29089
138	0.6815729211	14580.42798
139	0.6834857812	14536.56812
140	0.6881633671	14428.75442
141	0.6885217332	14420.4612
142	0.6922454168	14334.00462
143	0.6949914493	14269.9116
144	0.6951123917	14267.08216
145	0.6952198823	14264.56695
146	0.6953570706	14261.35619
147	0.702635336	14089.96633
148	0.7028179557	14085.63915
149	0.7049284406	14035.53435
150	0.7104506913	13903.57685
151	0.7119596871	13867.30005
152	0.7150309271	13793.17163
153	0.7152687575	13787.41465
154	0.7202137308	13667.16615
155	0.7215158091	13635.32672
156	0.7232233244	13593.4602
157	0.7235852922	13584.56854
158	0.7283713285	13466.44868
159	0.7292941348	13443.55438
160	0.7298502896	13429.73765
161	0.7299631427	13426.93227
162	0.7313084493	13393.44444
163	0.7319963466	13376.28867
164	0.7320944369	13373.84056
165	0.7340033936	13326.10784
166	0.7357879785	13281.32984
167	0.7365668104	13261.74035
168	0.7370617602	13249.27612
169	0.7430220919	13098.24683
170	0.7441138664	13070.39317
171	0.7441602638	13069.20815
172	0.7479072457	12973.15053
173	0.7483030785	12962.96139
174	0.7486270038	12954.61726
175	0.7491407012	12941.37368
176	0.7492643609	12938.1836
177	0.7494619442	12933.08485
178	0.749668363	12927.75596
179	0.7498402669	12923.31642
180	0.7519215436	12869.44449
181	0.7542054611	12810.06668
182	0.7549903028	12789.59854
183	0.7552536999	12782.72198
184	0.7576120365	12720.98675
185	0.7612011035	12626.45494
186	0.7616284304	12615.15246
187	0.7616663457	12614.14914
188	0.7617233741	12612.6399
189	0.7622892464	12597.6544
