listing_id,date,price,minimum_nights,maximum_nights,in_season,weekend,new_year,busy,neighbourhood_cleansed,room_type,accommodates,bathrooms_numeric,beds,bathrooms_shared,amenities_num,adjusted_price,host_response_time,host_is_superhost,ranking,Distance,Verification,reviews_per_month,instant_bookable,last_review,has_availability,availability_30,sentiment_score
17871181,2024-09-13,2400.0,2,15,0,1,0,1.0,Praha 2,Entire home/apt,8,1.5,6.0,0,206,2400.0,0.0,f,4.63,69.5440480151615,Both,0.38,f,8.0,t,0,0.6349167098601659
713897186419117757,2024-09-13,1000.0,1,1125,0,1,0,0.9095890410958904,Praha 3,Private room,2,2.5,1.0,1,918,1000.0,0.0,f,4.51,3.1742847596468065,Both,6.67,t,8.0,t,18,0.6030864635618721
20141889,2024-09-13,4040.0,2,1125,0,1,0,0.2684931506849315,Praha 1,Entire home/apt,2,1.5,2.0,0,732,3960.0,0.0,f,4.74,0.7877115843104531,Both,2.98,t,11.0,t,27,0.6485483743574308
54235868,2024-09-12,14735.0,1,365,0,0,0,1.0,Praha 1,Entire home/apt,3,1.0,1.0,0,494,14735.0,0.0,f,0.0,0.7877115843104531,only profile,0.0,f,0.0,f,0,
42222949,2024-09-12,8596.0,2,75,0,0,0,0.0602739726027397,Praha 1,Entire home/apt,10,1.5,11.0,0,316,9332.0,0.0,f,4.67,3.855206085764145,Both,1.58,t,7.0,t,22,0.6982104835056123
945015126855205607,2024-09-12,2800.0,1,1125,0,0,0,0.0438356164383561,Praha 1,Entire home/apt,3,1.0,2.0,0,221,2800.0,0.0,f,0.0,3.855206085764145,Both,0.0,t,0.0,t,26,
965174628870046585,2024-09-12,1695.0,2,365,0,0,0,0.8410958904109589,Praha 1,Entire home/apt,4,1.0,2.0,0,623,2677.0,0.0,t,0.0,3.855206085764145,Both,2.0,t,7.0,t,16,0.7927428483963013
2791863,2024-09-12,1498.0,1,30,0,0,0,0.0767123287671232,Praha 2,Entire home/apt,4,1.0,2.0,0,1043,1449.0,0.0,t,4.96,1.6796561374309336,Both,3.54,t,7.0,t,9,0.7400022604357657
14519700,2024-09-12,519.0,1,1125,0,0,0,1.0,Praha 10,Entire home/apt,2,1.0,1.0,0,402,2413.0,0.0,f,4.74,3.8180694127366808,Both,1.03,f,21.0,t,0,0.6691006507431523
25990858,2024-09-12,1000.0,8,30,0,0,0,0.7917808219178082,Praha 3,Entire home/apt,2,1.0,2.0,0,132,1000.0,0.0,f,5.0,490.1572443129741,Both,0.14,f,63.0,t,16,0.6102883186605241
43703325,2024-09-12,700.0,1,1125,0,0,0,0.5232876712328767,Praha 14,Private room,2,1.5,2.0,1,231,1900.0,1.0,f,3.67,414.23859024206007,Both,0.08,t,18.0,t,29,0.5053578615188599
797201,2024-09-12,3684.0,2,999,0,0,0,0.3698630136986301,Praha 1,Entire home/apt,2,1.0,1.0,0,937,2210.0,0.0,t,4.89,3.855206085764145,Both,0.08,t,8.0,t,13,0.6541992843151092
38687160,2024-09-12,3502.0,4,60,0,0,0,1.0,Praha 1,Entire home/apt,3,1.0,2.0,0,249,3502.0,0.0,f,4.64,3.855206085764145,Both,0.58,t,43.0,t,0,0.6692997515201569
53160829,2024-09-12,2500.0,2,1125,0,0,0,0.7589041095890411,Praha 5,Entire home/apt,6,1.5,3.0,0,624,2500.0,0.0,f,4.92,1484.9471798163338,Both,2.87,t,7.0,t,5,0.6515008761332586
14677588,2024-09-12,18861.0,2,1125,0,0,0,0.9205479452054794,Praha 1,Entire home/apt,4,1.0,1.0,0,317,1277.0,0.0,f,4.36,3.855206085764145,Both,2.61,t,7.0,t,3,0.6295430258326574
53318015,2024-09-12,2824.0,2,1125,0,0,0,0.136986301369863,Praha 1,Entire home/apt,4,1.0,2.0,0,750,2824.0,0.0,f,4.6,187.440526519416,Both,2.53,t,8.0,t,15,0.628986102884466
757307589542699964,2024-09-12,1500.0,3,1125,0,0,0,0.7506849315068493,Praha 2,Entire home/apt,2,1.0,1.0,0,556,1500.0,0.0,t,4.68,1.6796561374309336,Both,2.94,t,8.0,t,9,0.624803409576416
50497329,2024-09-12,6312.0,2,99,0,0,0,0.1698630136986301,Praha 1,Entire home/apt,4,1.0,2.0,0,337,6312.0,0.0,f,4.78,3.855206085764145,Both,1.0,t,19.0,t,11,0.7083396436991515
28657575,2024-09-12,1500.0,2,1125,0,0,0,0.7232876712328767,Praha 5,Entire home/apt,6,1.0,4.0,0,429,1200.0,0.0,f,4.56,5.973202765973969,Both,1.98,f,7.0,t,5,0.6542911211649577
842638905308838359,2024-09-12,5692.0,2,6,0,0,0,0.2246575342465753,Praha 1,Entire home/apt,2,1.0,1.0,0,472,3201.0,0.0,f,0.0,3.855206085764145,Both,0.0,t,0.0,t,6,
944308877568427305,2024-09-12,2200.0,1,1125,0,0,0,0.0438356164383561,Praha 1,Entire home/apt,2,1.0,1.0,0,169,2200.0,0.0,f,4.55,3.855206085764145,Both,7.5,t,7.0,t,26,0.6071541986682198
35462659,2024-09-12,3000.0,2,1125,0,0,0,0.6876712328767123,Praha 1,Entire home/apt,2,1.5,2.0,0,808,3300.0,0.0,f,4.94,3.855206085764145,Both,5.03,f,7.0,t,8,0.7199949995539654
958534521437509650,2024-09-12,2947.0,2,1125,0,0,0,0.8246575342465754,Praha 2,Entire home/apt,2,1.0,1.0,0,53,2947.0,0.0,f,0.0,1.6796561374309336,Both,0.0,t,0.0,t,9,
1143098,2024-09-12,2186.0,3,1125,0,0,0,0.1287671232876712,Praha 1,Entire home/apt,4,1.5,1.0,0,522,1940.0,0.0,f,4.57,3.855206085764145,Both,1.76,f,8.0,t,18,0.6690655363218807
52176365,2024-09-12,1765.0,1,365,0,0,0,0.5205479452054794,Praha 1,Private room,4,1.0,4.0,0,755,2900.0,2.0,f,5.0,488.051470834979,Both,0.16,f,20.0,t,30,0.7721640865008036
833846061143634841,2024-09-12,17442.0,1,999,0,0,0,0.7232876712328767,Praha 3,Entire home/apt,3,1.0,2.0,0,517,1558.0,0.0,f,4.48,3.1742847596468065,Both,3.82,f,7.0,t,21,0.6174618161859966
903449439205225593,2024-09-12,2006.0,1,365,0,0,0,0.0383561643835616,Praha 7,Entire home/apt,3,1.0,1.0,0,45,3000.0,0.0,f,4.88,4.779680037529501,Both,3.12,t,7.0,t,17,0.5942113324999809
